User_ID,Gender,Age_Group,Region,Subscription_Type,Subscription_Start_Date,Subscription_End_Date,Device_Type,Engagement_Level
U0698,Female,50+,South,Free Trial,29/11/2022,24/08/2023,Mobile,Low
U0699,Male,26-35,North,Premium,09/08/2024,22/03/2025,Tablet,High
U0700,Female,18-25,North,Premium,09/06/2022,25/02/2023,Laptop,High
U0701,Male,26-35,West,Basic,30/09/2024,07/03/2025,Tablet,High
U0702,Male,50+,South,Free Trial,13/04/2022,26/01/2023,Mobile,High
U0703,Male,26-35,Central,Premium,13/10/2022,03/04/2023,Mobile,High
U0704,Male,36-50,East,Free Trial,13/11/2023,19/09/2024,Tablet,Medium
U0705,Other,50+,North,Premium,03/01/2022,31/10/2022,Mobile,Low
U0706,Female,50+,Central,Premium,10/01/2022,29/12/2022,Smart TV,High
U0707,Female,36-50,South,Premium,19/11/2024,20/02/2025,Smart TV,Low
U0708,Female,18-25,West,Free Trial,02/10/2022,19/05/2023,Laptop,Medium
U0709,Male,50+,East,Free Trial,14/04/2022,13/04/2023,Laptop,Low
U0710,Male,26-35,West,Free Trial,18/03/2022,09/08/2022,Tablet,Low
U0711,Other,18-25,West,Premium,29/12/2024,19/09/2025,Smart TV,Low
U0712,Female,36-50,West,Free Trial,25/06/2023,01/10/2023,Tablet,Low
U0713,Female,50+,East,Premium,12/05/2025,25/04/2026,Laptop,Medium
U0714,Female,50+,Central,Basic,22/05/2023,30/04/2024,Mobile,High
U0715,Male,50+,West,Basic,06/11/2023,04/09/2024,Smart TV,High
U0716,Female,18-25,West,Basic,25/10/2025,27/02/2026,Smart TV,Low
U0717,Male,26-35,North,Basic,24/10/2023,18/09/2024,Laptop,Low
U0718,Other,18-25,South,Free Trial,11/06/2023,18/05/2024,Laptop,Medium
U0719,Other,36-50,South,Basic,17/07/2025,28/06/2026,Tablet,Low
U0720,Other,50+,West,Free Trial,09/07/2023,21/12/2023,Tablet,Medium
U0721,Other,26-35,North,Premium,22/04/2024,04/03/2025,Mobile,High
U0722,Male,18-25,Central,Premium,25/02/2022,11/07/2022,Tablet,Medium
U0723,Other,26-35,South,Basic,18/08/2024,27/06/2025,Laptop,Medium
U0724,Male,50+,North,Basic,08/07/2024,01/04/2025,Smart TV,Medium
U0725,Female,18-25,North,Free Trial,07/06/2025,02/10/2025,Mobile,High
U0726,Male,36-50,Central,Basic,26/10/2024,28/07/2025,Tablet,Low
U0727,Female,36-50,South,Free Trial,30/01/2023,04/11/2023,Laptop,Low
U0728,Male,18-25,Central,Basic,29/11/2023,17/11/2024,Laptop,Medium
U0729,Other,18-25,South,Basic,20/11/2022,18/02/2023,Smart TV,Low
U0730,Male,18-25,East,Basic,31/05/2023,06/01/2024,Laptop,Low
U0731,Female,50+,North,Basic,27/01/2022,06/10/2022,Tablet,Medium
U0732,Male,36-50,South,Basic,25/08/2025,17/02/2026,Tablet,High
U0733,Male,50+,Central,Basic,02/02/2024,31/05/2024,Smart TV,Medium
U0734,Other,18-25,East,Free Trial,15/06/2022,07/04/2023,Laptop,High
U0735,Male,50+,Central,Premium,20/01/2025,09/11/2025,Laptop,High
U0736,Female,50+,South,Free Trial,04/05/2024,10/12/2024,Mobile,High
U0737,Other,18-25,West,Free Trial,19/05/2024,15/01/2025,Laptop,Medium
U0738,Female,18-25,West,Basic,15/01/2023,31/05/2023,Smart TV,Low
U0739,Male,36-50,North,Free Trial,26/10/2024,09/07/2025,Mobile,High
U0740,Male,50+,Central,Premium,17/06/2025,22/09/2025,Mobile,High
U0741,Other,50+,North,Basic,27/06/2023,24/05/2024,Tablet,Medium
U0742,Male,36-50,East,Basic,20/08/2023,20/05/2024,Tablet,Medium
U0743,Other,18-25,West,Free Trial,01/01/2025,13/05/2025,Smart TV,Medium
U0744,Female,26-35,North,Basic,06/11/2025,13/08/2026,Laptop,Medium
U0745,Female,36-50,South,Basic,24/01/2024,04/12/2024,Smart TV,High
U0746,Other,36-50,Central,Free Trial,18/09/2025,20/06/2026,Tablet,Medium
U0747,Female,50+,West,Premium,25/06/2023,07/12/2023,Tablet,Low
U0748,Other,26-35,South,Premium,08/02/2022,04/08/2022,Mobile,High
U0749,Male,26-35,West,Free Trial,16/05/2024,01/11/2024,Smart TV,Medium
U0750,Other,36-50,East,Premium,21/08/2022,08/12/2022,Smart TV,Medium
U0751,Other,26-35,North,Free Trial,29/10/2024,21/10/2025,Smart TV,Low
U0752,Male,50+,Central,Free Trial,22/12/2025,07/06/2026,Mobile,Medium
U0753,Other,18-25,West,Basic,15/09/2024,02/08/2025,Mobile,Low
U0754,Female,18-25,East,Premium,03/05/2022,25/01/2023,Mobile,Low
U0755,Female,26-35,West,Free Trial,31/12/2022,14/12/2023,Tablet,Low
U0756,Other,36-50,South,Basic,25/06/2022,05/02/2023,Laptop,Medium
U0757,Female,26-35,North,Free Trial,11/04/2023,30/12/2023,Laptop,High
U0758,Other,50+,West,Premium,31/03/2023,04/11/2023,Tablet,Medium
U0759,Female,50+,North,Basic,05/08/2024,23/03/2025,Tablet,Medium
U0760,Female,26-35,East,Basic,29/09/2024,24/06/2025,Laptop,Medium
U0761,Other,36-50,West,Basic,05/06/2022,16/02/2023,Laptop,Medium
U0762,Male,26-35,Central,Premium,04/11/2024,17/08/2025,Smart TV,High
U0763,Male,18-25,South,Premium,19/03/2022,14/10/2022,Mobile,High
U0764,Other,18-25,Central,Premium,25/01/2022,08/01/2023,Smart TV,Low
U0765,Other,26-35,North,Free Trial,24/06/2022,01/10/2022,Laptop,Low
U0766,Female,18-25,West,Free Trial,27/10/2024,07/10/2025,Mobile,Low
U0767,Female,50+,South,Basic,17/04/2024,19/10/2024,Smart TV,Medium
U0768,Other,18-25,Central,Free Trial,22/09/2024,25/01/2025,Mobile,High
U0769,Female,50+,Central,Premium,27/09/2023,21/07/2024,Mobile,High
U0770,Male,36-50,South,Premium,10/01/2025,14/11/2025,Laptop,High
U0771,Female,18-25,East,Free Trial,26/08/2024,26/12/2024,Tablet,Medium
U0772,Male,18-25,North,Free Trial,26/03/2024,07/01/2025,Laptop,High
U0773,Male,18-25,South,Basic,11/06/2025,01/12/2025,Laptop,Low
U0774,Female,18-25,West,Premium,19/10/2025,21/04/2026,Tablet,Low
U0775,Male,26-35,Central,Premium,06/05/2022,03/02/2023,Tablet,High
U0776,Other,26-35,Central,Premium,09/03/2025,18/09/2025,Tablet,Medium
U0777,Other,36-50,North,Premium,15/09/2025,30/01/2026,Mobile,Low
U0778,Other,26-35,East,Premium,14/09/2024,23/03/2025,Smart TV,Medium
U0779,Other,26-35,Central,Free Trial,20/05/2025,14/01/2026,Smart TV,Low
U0780,Female,36-50,West,Premium,26/01/2023,16/05/2023,Mobile,Medium
U0781,Female,36-50,West,Basic,31/05/2024,30/08/2024,Mobile,Low
U0782,Other,26-35,East,Free Trial,07/10/2023,26/03/2024,Tablet,High
U0783,Female,50+,East,Basic,28/12/2025,25/07/2026,Smart TV,Low
U0784,Other,18-25,East,Free Trial,27/01/2023,20/12/2023,Mobile,High
U0785,Female,18-25,South,Basic,12/10/2024,11/06/2025,Smart TV,Medium
U0786,Male,26-35,North,Free Trial,29/04/2022,22/08/2022,Smart TV,Low
U0787,Male,26-35,North,Basic,19/03/2023,26/09/2023,Smart TV,Medium
U0788,Male,36-50,East,Premium,31/10/2024,09/08/2025,Smart TV,Medium
U0789,Other,36-50,West,Premium,29/09/2022,07/03/2023,Laptop,Medium
U0790,Other,26-35,North,Basic,05/07/2024,06/04/2025,Smart TV,High
U0791,Female,26-35,North,Basic,20/03/2023,08/08/2023,Tablet,High
U0792,Female,50+,North,Free Trial,21/11/2024,01/11/2025,Laptop,High
U0793,Female,18-25,West,Basic,20/03/2022,12/12/2022,Mobile,Medium
U0794,Male,18-25,East,Basic,12/10/2022,01/07/2023,Mobile,Low
U0795,Female,36-50,North,Premium,28/03/2025,03/10/2025,Mobile,Low
U0796,Other,18-25,Central,Premium,08/10/2024,13/04/2025,Laptop,High
U0797,Other,36-50,East,Basic,22/07/2024,25/02/2025,Laptop,Medium
U0798,Male,18-25,East,Premium,26/08/2024,14/01/2025,Mobile,Low
U0799,Male,26-35,Central,Free Trial,17/06/2024,16/05/2025,Tablet,Medium
U0800,Other,18-25,North,Basic,29/07/2025,30/06/2026,Tablet,Medium
U0801,Other,36-50,South,Free Trial,23/03/2025,08/12/2025,Smart TV,Medium
U0802,Male,18-25,East,Premium,17/09/2022,21/06/2023,Smart TV,Medium
U0803,Other,36-50,West,Free Trial,11/10/2023,16/01/2024,Mobile,Medium
U0804,Female,50+,Central,Basic,04/06/2022,17/03/2023,Smart TV,Low
U0805,Male,26-35,Central,Free Trial,20/11/2024,19/08/2025,Smart TV,Medium
U0806,Male,26-35,South,Basic,23/03/2023,20/01/2024,Laptop,Medium
U0807,Male,50+,East,Premium,26/02/2024,18/07/2024,Tablet,Low
U0808,Male,18-25,Central,Basic,29/02/2024,30/09/2024,Mobile,Medium
U0809,Female,18-25,South,Basic,30/11/2025,13/03/2026,Laptop,High
U0810,Male,18-25,East,Free Trial,04/11/2025,22/08/2026,Laptop,Medium
U0811,Female,26-35,Central,Premium,10/12/2025,23/09/2026,Mobile,Low
U0812,Male,36-50,Central,Premium,04/09/2025,01/08/2026,Laptop,Medium
U0813,Female,26-35,East,Premium,24/03/2023,21/09/2023,Mobile,Low
U0814,Other,18-25,West,Free Trial,04/07/2024,14/01/2025,Laptop,Medium
U0815,Other,36-50,East,Free Trial,04/01/2025,16/11/2025,Mobile,High
U0816,Other,26-35,West,Free Trial,19/05/2023,30/01/2024,Tablet,Low
U0817,Other,50+,East,Free Trial,26/11/2025,02/04/2026,Laptop,Low
U0818,Male,50+,East,Free Trial,01/04/2023,02/03/2024,Laptop,High
U0819,Other,26-35,Central,Basic,12/02/2025,01/10/2025,Laptop,Low
U0820,Other,18-25,West,Basic,10/02/2022,28/06/2022,Smart TV,Low
U0821,Other,36-50,West,Basic,31/03/2025,07/12/2025,Smart TV,Low
U0822,Male,26-35,Central,Free Trial,23/06/2024,15/04/2025,Mobile,High
U0823,Other,26-35,East,Basic,31/07/2022,02/12/2022,Mobile,Medium
U0824,Male,36-50,East,Premium,17/03/2023,14/02/2024,Laptop,High
U0825,Female,18-25,South,Basic,09/09/2024,18/03/2025,Laptop,High
U0826,Male,26-35,East,Premium,10/06/2024,28/11/2024,Tablet,Medium
U0827,Male,36-50,West,Free Trial,19/10/2022,14/07/2023,Smart TV,Medium
U0828,Other,36-50,Central,Basic,02/08/2023,29/12/2023,Smart TV,Low
U0829,Male,50+,North,Free Trial,03/12/2022,19/11/2023,Laptop,High
U0830,Female,26-35,East,Premium,19/09/2024,29/12/2024,Laptop,High
U0831,Female,18-25,North,Free Trial,14/10/2025,27/02/2026,Mobile,High
U0832,Female,50+,South,Free Trial,16/12/2023,11/09/2024,Tablet,Medium
U0833,Other,18-25,West,Premium,16/05/2025,23/08/2025,Smart TV,Low
U0834,Other,26-35,Central,Premium,22/02/2024,23/12/2024,Mobile,High
U0835,Other,50+,Central,Premium,19/09/2022,15/05/2023,Laptop,Medium
U0836,Female,36-50,North,Free Trial,08/01/2022,21/10/2022,Tablet,Medium
U0837,Male,50+,East,Free Trial,03/03/2023,11/06/2023,Tablet,High
U0838,Male,18-25,North,Premium,18/05/2022,26/11/2022,Laptop,High
U0839,Other,26-35,South,Free Trial,11/08/2025,03/04/2026,Tablet,Medium
U0840,Other,36-50,Central,Premium,12/08/2024,19/05/2025,Mobile,Low
U0841,Female,18-25,East,Free Trial,12/03/2025,01/12/2025,Mobile,Medium
U0842,Male,26-35,Central,Free Trial,29/09/2025,18/04/2026,Laptop,Medium
U0843,Other,50+,West,Basic,01/04/2025,20/09/2025,Tablet,Low
U0844,Male,50+,North,Free Trial,08/02/2025,27/01/2026,Smart TV,Medium
U0845,Other,36-50,East,Free Trial,15/01/2025,14/08/2025,Laptop,Medium
U0846,Male,36-50,West,Basic,17/07/2023,26/11/2023,Laptop,High
U0847,Other,26-35,East,Free Trial,27/03/2024,01/09/2024,Tablet,High
U0848,Other,50+,North,Basic,09/08/2023,14/01/2024,Laptop,Medium
U0849,Male,36-50,Central,Premium,13/11/2022,09/07/2023,Smart TV,Medium
U0850,Male,18-25,South,Basic,08/11/2022,17/04/2023,Laptop,High
U0851,Other,50+,South,Free Trial,18/08/2025,09/12/2025,Smart TV,High
U0852,Male,26-35,North,Free Trial,24/08/2022,30/03/2023,Mobile,Low
U0853,Female,26-35,North,Basic,19/04/2022,15/03/2023,Laptop,Low
U0854,Male,36-50,East,Premium,09/08/2025,16/04/2026,Smart TV,High
U0855,Female,36-50,South,Free Trial,24/08/2022,21/04/2023,Tablet,High
U0856,Male,36-50,East,Free Trial,29/04/2024,14/08/2024,Tablet,Medium
U0857,Other,36-50,East,Basic,17/06/2023,02/12/2023,Tablet,High
U0858,Male,36-50,East,Premium,29/02/2024,11/12/2024,Mobile,High
U0859,Male,36-50,South,Free Trial,27/02/2024,06/06/2024,Mobile,Low
U0860,Male,50+,West,Basic,21/04/2023,13/04/2024,Laptop,Medium
U0861,Other,50+,East,Basic,09/04/2023,12/03/2024,Tablet,Medium
U0862,Male,26-35,West,Free Trial,07/12/2023,17/05/2024,Smart TV,Low
U0863,Other,36-50,East,Free Trial,22/07/2022,21/05/2023,Laptop,High
U0864,Other,50+,North,Premium,26/05/2025,08/01/2026,Tablet,High
U0865,Other,50+,North,Free Trial,28/11/2025,17/04/2026,Laptop,Low
U0866,Other,26-35,Central,Basic,13/12/2023,04/06/2024,Mobile,High
U0867,Other,26-35,East,Free Trial,22/05/2024,02/01/2025,Smart TV,Medium
U0868,Male,50+,South,Premium,26/02/2024,21/11/2024,Smart TV,Low
U0869,Other,18-25,South,Premium,26/08/2025,15/01/2026,Smart TV,Low
U0870,Male,50+,East,Free Trial,22/10/2023,15/10/2024,Tablet,High
U0871,Male,18-25,North,Basic,05/12/2023,09/03/2024,Tablet,Medium
U0872,Female,18-25,East,Free Trial,06/05/2024,24/12/2024,Smart TV,High
U0873,Male,18-25,East,Free Trial,30/05/2025,01/10/2025,Laptop,Low
U0874,Other,26-35,West,Free Trial,05/09/2025,02/02/2026,Tablet,Medium
U0875,Other,50+,West,Free Trial,09/08/2022,23/06/2023,Laptop,Low
U0876,Male,26-35,Central,Free Trial,14/11/2023,16/02/2024,Laptop,Medium
U0877,Male,18-25,South,Basic,25/09/2024,07/09/2025,Laptop,Low
U0878,Male,36-50,West,Free Trial,26/09/2025,15/05/2026,Smart TV,High
U0879,Male,26-35,West,Free Trial,24/03/2023,08/01/2024,Smart TV,High
U0880,Female,50+,Central,Premium,16/03/2022,16/08/2022,Tablet,High
U0881,Female,50+,South,Basic,01/04/2025,06/09/2025,Smart TV,High
U0882,Female,18-25,South,Basic,02/03/2025,19/06/2025,Smart TV,Low
U0883,Female,26-35,West,Free Trial,20/09/2023,06/06/2024,Smart TV,High
U0884,Male,50+,North,Premium,06/08/2024,27/07/2025,Smart TV,Low
U0885,Other,18-25,West,Premium,08/02/2022,02/09/2022,Mobile,Medium
U0886,Other,18-25,North,Premium,29/08/2023,08/06/2024,Laptop,Low
U0887,Female,18-25,Central,Free Trial,10/05/2025,02/05/2026,Tablet,Low
U0888,Male,26-35,South,Premium,19/05/2024,09/11/2024,Mobile,Low
U0889,Female,36-50,East,Basic,06/04/2023,14/07/2023,Tablet,Low
U0890,Male,50+,South,Free Trial,16/08/2024,30/12/2024,Mobile,Low
U0891,Male,50+,West,Premium,22/12/2024,28/09/2025,Mobile,Low
U0892,Female,18-25,Central,Free Trial,15/09/2023,10/08/2024,Laptop,Medium
U0893,Other,50+,East,Basic,04/11/2025,11/07/2026,Smart TV,Low
U0894,Female,18-25,East,Premium,26/09/2023,09/04/2024,Mobile,Low
U0895,Male,36-50,South,Free Trial,18/12/2024,26/11/2025,Smart TV,Medium
U0896,Female,26-35,West,Basic,15/02/2024,05/12/2024,Tablet,Low
U0897,Female,36-50,West,Basic,19/12/2023,19/04/2024,Laptop,Medium
U0898,Female,18-25,South,Premium,22/04/2024,06/12/2024,Laptop,High
U0899,Female,36-50,East,Free Trial,17/12/2025,14/06/2026,Tablet,High
U0900,Male,26-35,South,Premium,04/12/2025,29/06/2026,Laptop,Low
U0901,Female,26-35,East,Free Trial,31/10/2023,09/03/2024,Laptop,Medium
U0902,Male,18-25,North,Free Trial,25/03/2025,05/07/2025,Tablet,Low
U0903,Other,50+,West,Free Trial,19/08/2024,11/03/2025,Mobile,Medium
U0904,Male,50+,East,Premium,23/01/2023,01/09/2023,Mobile,Low
U0905,Female,50+,South,Basic,25/02/2025,19/01/2026,Mobile,Low
U0906,Other,18-25,Central,Free Trial,14/07/2022,17/02/2023,Smart TV,High
U0907,Female,36-50,East,Free Trial,06/06/2023,21/04/2024,Laptop,High
U0908,Other,36-50,South,Free Trial,02/08/2025,17/02/2026,Laptop,Medium
U0909,Female,36-50,Central,Free Trial,12/07/2025,14/10/2025,Smart TV,Medium
U0910,Male,18-25,East,Free Trial,20/02/2022,10/02/2023,Tablet,High
U0911,Male,26-35,East,Basic,02/09/2025,16/04/2026,Smart TV,High
U0912,Male,50+,East,Basic,18/10/2024,01/07/2025,Tablet,High
U0913,Female,50+,North,Free Trial,08/02/2023,15/01/2024,Laptop,Medium
U0914,Female,36-50,West,Premium,26/09/2024,26/04/2025,Mobile,High
U0915,Female,50+,East,Premium,22/11/2023,13/03/2024,Smart TV,Medium
U0916,Other,50+,South,Free Trial,17/08/2024,07/01/2025,Smart TV,Low
U0917,Male,18-25,North,Free Trial,18/04/2025,13/02/2026,Mobile,Medium
U0918,Male,36-50,South,Premium,31/10/2025,14/02/2026,Tablet,Medium
U0919,Other,26-35,East,Basic,22/12/2024,10/07/2025,Mobile,Medium
U0920,Other,18-25,West,Basic,02/11/2022,20/02/2023,Laptop,High
U0921,Male,26-35,West,Basic,26/01/2023,30/10/2023,Mobile,Medium
U0922,Female,26-35,East,Free Trial,13/06/2022,14/03/2023,Laptop,High
U0923,Other,50+,North,Premium,06/07/2025,26/11/2025,Mobile,Medium
U0924,Other,50+,West,Free Trial,16/02/2022,26/01/2023,Mobile,Medium
U0925,Male,26-35,West,Basic,08/11/2023,22/02/2024,Laptop,Low
U0926,Other,36-50,East,Free Trial,26/05/2024,02/02/2025,Mobile,High
U0927,Other,26-35,North,Premium,29/06/2022,21/06/2023,Mobile,Low
U0928,Other,18-25,North,Basic,05/01/2024,27/09/2024,Mobile,Medium
U0929,Other,50+,Central,Free Trial,05/06/2024,05/01/2025,Tablet,Medium
U0930,Male,26-35,West,Premium,19/10/2023,30/01/2024,Tablet,Medium
U0931,Male,18-25,East,Premium,14/05/2024,30/09/2024,Mobile,Low
U0932,Other,18-25,Central,Basic,14/05/2025,15/12/2025,Laptop,Low
U0933,Male,18-25,West,Free Trial,30/11/2022,20/03/2023,Laptop,Medium
U0934,Female,18-25,North,Free Trial,13/08/2023,21/05/2024,Laptop,High
U0935,Male,18-25,North,Basic,15/10/2023,06/07/2024,Mobile,Medium
U0936,Male,26-35,Central,Free Trial,22/10/2022,17/10/2023,Smart TV,Medium
U0937,Male,36-50,West,Free Trial,12/05/2024,01/02/2025,Mobile,High
U0938,Female,18-25,North,Free Trial,02/03/2024,30/01/2025,Laptop,High
U0939,Other,26-35,East,Basic,11/11/2025,05/08/2026,Smart TV,Medium
U0940,Other,18-25,Central,Premium,26/03/2023,24/10/2023,Tablet,Medium
U0941,Female,18-25,South,Free Trial,14/05/2024,17/01/2025,Tablet,High
U0942,Other,26-35,Central,Basic,04/02/2023,14/09/2023,Laptop,Low
U0943,Male,18-25,West,Free Trial,27/06/2024,16/12/2024,Tablet,Low
U0944,Male,50+,West,Basic,14/04/2024,05/11/2024,Smart TV,High
U0945,Male,26-35,Central,Free Trial,12/10/2025,10/04/2026,Smart TV,Medium
U0946,Male,50+,Central,Premium,22/05/2024,26/09/2024,Smart TV,Low
U0947,Male,36-50,Central,Basic,25/11/2024,30/09/2025,Laptop,Low
U0948,Other,26-35,South,Free Trial,12/09/2025,16/02/2026,Tablet,Low
U0949,Female,18-25,Central,Premium,13/12/2022,12/04/2023,Mobile,Medium
U0950,Female,36-50,West,Basic,22/11/2023,09/05/2024,Smart TV,Low
U0951,Other,50+,Central,Basic,23/06/2023,05/10/2023,Mobile,Low
U0952,Female,36-50,Central,Free Trial,04/08/2023,20/04/2024,Laptop,Medium
U0953,Other,18-25,South,Premium,09/01/2025,12/06/2025,Smart TV,Low
U0954,Other,50+,North,Free Trial,14/01/2025,22/12/2025,Mobile,Medium
U0955,Female,36-50,East,Premium,16/08/2022,08/06/2023,Mobile,Medium
U0956,Other,36-50,East,Free Trial,08/09/2024,06/03/2025,Smart TV,Low
U0957,Other,36-50,North,Free Trial,12/12/2025,17/07/2026,Laptop,Medium
U0958,Other,36-50,East,Basic,11/08/2024,02/07/2025,Smart TV,Medium
U0959,Male,50+,Central,Premium,19/08/2022,21/12/2022,Smart TV,Low
U0960,Other,36-50,Central,Premium,21/02/2025,21/12/2025,Laptop,Medium
U0961,Male,26-35,South,Premium,03/12/2025,07/05/2026,Mobile,Low
U0962,Female,36-50,East,Premium,19/06/2022,14/10/2022,Tablet,High
U0963,Other,26-35,Central,Free Trial,30/09/2022,15/08/2023,Mobile,Medium
U0964,Other,18-25,North,Free Trial,27/06/2025,18/03/2026,Smart TV,Medium
U0965,Other,36-50,East,Basic,18/04/2025,19/09/2025,Laptop,Low
U0966,Female,26-35,Central,Basic,17/10/2025,11/04/2026,Mobile,Medium
U0967,Female,36-50,East,Free Trial,17/05/2024,22/09/2024,Mobile,Medium
U0968,Male,36-50,North,Basic,13/03/2025,08/07/2025,Smart TV,High
U0969,Other,50+,East,Premium,07/11/2022,09/04/2023,Tablet,Medium
U0970,Other,50+,West,Basic,11/06/2023,07/05/2024,Smart TV,Medium
U0971,Other,18-25,West,Free Trial,07/09/2024,19/12/2024,Mobile,Medium
U0972,Female,26-35,West,Free Trial,25/02/2023,15/12/2023,Smart TV,Low
U0973,Female,18-25,South,Free Trial,24/11/2025,13/10/2026,Mobile,Medium
U0974,Female,50+,South,Basic,31/05/2022,05/12/2022,Laptop,Low
U0975,Male,26-35,East,Premium,18/11/2024,22/08/2025,Laptop,Low
U0976,Other,18-25,East,Free Trial,02/07/2025,06/02/2026,Laptop,Medium
U0977,Male,26-35,West,Premium,23/10/2022,24/02/2023,Smart TV,Medium
U0978,Male,50+,North,Basic,24/12/2022,31/07/2023,Smart TV,Medium
U0979,Male,50+,Central,Basic,28/11/2023,27/10/2024,Tablet,Medium
U0980,Other,26-35,West,Basic,27/02/2023,26/01/2024,Smart TV,Medium
U0981,Female,50+,North,Basic,28/08/2022,21/03/2023,Tablet,High
U0982,Female,18-25,East,Premium,28/07/2025,27/02/2026,Smart TV,Medium
U0983,Male,26-35,West,Premium,29/12/2022,10/09/2023,Tablet,High
U0984,Female,50+,West,Basic,25/07/2024,21/01/2025,Tablet,High
U0985,Other,36-50,West,Premium,04/03/2022,25/12/2022,Tablet,High
U0986,Male,36-50,South,Premium,02/07/2024,29/03/2025,Smart TV,Medium
U0987,Other,50+,Central,Free Trial,07/12/2022,09/10/2023,Tablet,Low
U0988,Female,36-50,North,Premium,27/11/2022,04/05/2023,Tablet,Medium
U0989,Other,18-25,Central,Free Trial,08/11/2024,11/06/2025,Laptop,Medium
U0990,Female,36-50,South,Basic,18/04/2024,13/01/2025,Tablet,High
U0991,Other,36-50,Central,Free Trial,26/10/2025,23/07/2026,Mobile,High
U0992,Male,50+,North,Basic,05/04/2025,12/07/2025,Laptop,High
U0993,Other,36-50,Central,Basic,02/01/2023,07/04/2023,Smart TV,Medium
U0994,Male,36-50,Central,Free Trial,05/04/2022,15/01/2023,Mobile,Low
U0995,Other,36-50,East,Premium,04/12/2025,13/04/2026,Tablet,Medium
U0996,Female,26-35,West,Free Trial,12/01/2023,02/10/2023,Mobile,Medium
U0997,Female,50+,North,Free Trial,06/10/2022,17/05/2023,Smart TV,Low
U0998,Other,50+,Central,Free Trial,24/07/2025,12/02/2026,Smart TV,High
U0999,Female,26-35,Central,Premium,26/05/2025,20/12/2025,Laptop,High
U1000,Other,18-25,Central,Free Trial,27/01/2025,29/10/2025,Smart TV,Low
U1001,Other,50+,South,Premium,06/08/2025,30/11/2025,Laptop,High
U1002,Other,26-35,West,Basic,14/01/2025,02/09/2025,Mobile,Medium
U1003,Other,50+,West,Basic,28/02/2022,27/07/2022,Smart TV,Low
U1004,Male,18-25,North,Free Trial,06/08/2022,26/06/2023,Smart TV,Low
U1005,Female,50+,East,Premium,24/07/2024,10/12/2024,Tablet,Low
U1006,Male,36-50,Central,Free Trial,21/02/2023,02/02/2024,Laptop,Low
U1007,Other,26-35,West,Free Trial,12/01/2024,04/11/2024,Smart TV,High
U1008,Female,18-25,South,Premium,28/10/2022,03/06/2023,Mobile,High
U1009,Female,26-35,West,Premium,15/07/2023,18/12/2023,Mobile,High
U1010,Female,26-35,West,Basic,02/09/2024,11/07/2025,Mobile,Low
U1011,Other,26-35,West,Premium,03/07/2025,26/04/2026,Mobile,High
U1012,Male,50+,South,Free Trial,11/09/2022,01/08/2023,Mobile,Medium
U1013,Other,26-35,West,Basic,23/09/2022,08/04/2023,Mobile,Medium
U1014,Other,26-35,South,Basic,06/10/2022,31/03/2023,Tablet,Medium
U1015,Other,50+,West,Free Trial,27/07/2023,27/12/2023,Tablet,High
U1016,Other,36-50,Central,Basic,10/04/2025,22/08/2025,Mobile,Medium
U1017,Female,36-50,Central,Premium,13/01/2023,14/07/2023,Smart TV,Medium
U1018,Female,18-25,South,Basic,11/10/2025,18/01/2026,Laptop,High
U1019,Male,36-50,North,Basic,17/01/2023,18/10/2023,Mobile,High
U1020,Female,36-50,North,Basic,07/07/2024,15/01/2025,Mobile,Low
U1021,Other,36-50,West,Premium,21/10/2024,03/06/2025,Mobile,Low
U1022,Other,26-35,Central,Basic,25/06/2022,15/06/2023,Laptop,Medium
U1023,Female,18-25,South,Free Trial,12/01/2025,28/07/2025,Mobile,Medium
U1024,Male,50+,South,Premium,29/01/2023,25/07/2023,Laptop,Medium
U1025,Female,50+,South,Basic,24/03/2023,12/02/2024,Smart TV,High
U1026,Other,36-50,East,Premium,22/02/2024,19/12/2024,Laptop,Low
U1027,Male,50+,East,Free Trial,17/12/2024,23/05/2025,Smart TV,Medium
U1028,Male,18-25,Central,Basic,09/05/2025,25/09/2025,Laptop,High
U1029,Male,50+,North,Free Trial,17/02/2022,27/08/2022,Smart TV,Medium
U1030,Female,36-50,South,Basic,28/12/2022,28/07/2023,Mobile,Medium
U1031,Male,36-50,Central,Basic,25/07/2025,24/01/2026,Mobile,High
U1032,Male,18-25,Central,Basic,05/12/2022,20/09/2023,Laptop,High
U1033,Female,50+,West,Basic,08/03/2024,04/08/2024,Laptop,Low
U1034,Female,36-50,East,Basic,18/07/2024,27/05/2025,Laptop,Low
U1035,Male,50+,East,Free Trial,15/06/2023,11/12/2023,Mobile,Medium
U1036,Other,50+,North,Premium,15/03/2024,19/02/2025,Mobile,High
U1037,Female,26-35,West,Free Trial,10/07/2024,01/03/2025,Laptop,Low
U1038,Male,18-25,North,Basic,01/07/2023,08/03/2024,Laptop,High
U1039,Other,26-35,North,Basic,09/02/2025,18/07/2025,Laptop,Medium
U1040,Female,36-50,East,Premium,16/10/2024,05/07/2025,Smart TV,Low
U1041,Male,18-25,South,Basic,09/06/2023,20/12/2023,Mobile,Low
U1042,Other,18-25,Central,Premium,31/10/2025,07/04/2026,Smart TV,Low
U1043,Male,18-25,Central,Free Trial,30/08/2023,23/08/2024,Laptop,Medium
U1044,Female,18-25,South,Basic,08/12/2024,22/11/2025,Laptop,Low
