show_id,type,title,director,cast,country,release_year,rating,duration,listed_in,description,Platform,Duration_Minutes,Content_Age_Years,Numeric_Rating,Popularity_Score,Engagement_Proxy,Is_Recent,Genre_Count
S08768,Movie,The Perfect Stranger,"Jefferson Moore, Shane Sooter","Pamela Brumley, Jefferson Moore",Unknown,2006,ALL,86 min,Drama,A cynical attorney receives a dinner invitation from a man claiming to be Jesus of Nazareth. Based on the NY Times-Bestselling novel by David Gregory.,AmazePrime,86,19,0,-9,-774,0,1
S08769,Movie,The Pedophile Hunters,Simon Egan,Paul Rhys,Unknown,2011,13+,59 min,"Documentary, International, Special Interest","With unprecedented access to one of the most controversial agencies within America's Department of Homeland Security, this film follows US agents in Cambodia as they track down American pedophile sex tourists. Working with local activists and police, the American agents use forensics and surveillance techniques to collect damning evidence of sexual predators preying on young children.",AmazePrime,59,14,13,6.2,365.8,0,3
S08770,TV Show,The Passing Bells,Unknown,"Patrick Gibson, Jack Lowden, Sabrina Bartlett, Eryka Karkuszewska, Jennifer Hennessy, Simon Kunz, Matthew Aubrey",Unknown,2014,13+,1 Season,TV Shows,"This moving, powerful drama spans the years of the war from 1914 to 1918. As the conflict unfolds, so do the boys' incredible stories. Thomas and Michael are two young men for whom the war has little mercy, no matter which side they may be fighting for. Over five years, we follow their lives as they grow up, lose friends and find love amid the horrors of the war.",AmazePrime,600,11,13,7.4,4440,0,1
S08771,Movie,THE PARTY,Harold Trompetero,"Ana Mari≠a Arango, Francisco Boli≠var, Carlos Hurtado",Unknown,2019,13+,91 min,Comedy,"Doi±a Matilde gets up on her 70th birthday with the desire to have a great celebration. Her 4 children with their respective families gather to celebrate, as soon as they arrive the dance begins until Doi±a Matilde fades and apparently dies, the party then becomes a battle to see who gets the best part of the inheritance.",AmazePrime,91,6,13,9.4,855.4,0,1
S08772,TV Show,The Paradise,Unknown,"Joanna Vanderham, Emun Elliott, Elaine Cassidy, Sarah Lancashire",Unknown,2013,TV-PG,2 Seasons,"Drama, Romance","The doors re-open to The Paradise a year after the dramatic events that saw Moray declare his love for Denise and lose The Paradise after breaking off his engagement. But the spurned Katherine has since married - a mysterious, brooding ex-military man with a troubled history. Although she seems to be starting her life anew, her passion for Moray threatens to draw her back into a love triangle.",AmazePrime,1200,12,0,-2,-2400,0,2
S08773,TV Show,The Paleo Way,Unknown,Pete Evans,Unknown,2016,ALL,1 Season,"Documentary, Special Interest",Celebrity chef Pete Evans takes audiences on a flavour-filled journey back to the way our ancestors ate with insights from nutritional experts and recipes you can make at home.,AmazePrime,600,9,0,1,600,0,2
S08774,Movie,The Pains of Being Pure at Heart,Unknown,Unknown,Unknown,2009,NR,22 min,Music Videos and Concerts,The Pains of Being Pure at Heart bring their sugary dose of fuzzy nostalgia to the Music Hall of Williamsburg.,AmazePrime,22,16,0,-6,-132,0,1
S08775,Movie,The Outsider,Timothy Woodward Jr.,"Trace Adkins, Sean Patrick Flanery, Jon Foo, Danny Trejo",Unknown,2019,18+,86 min,"Action, Western","In the 1800s, a railroad worker (Jon Foo) finds himself on the wrong side of a lawless frontier. As the Marshall (Country Music Star Trace Adkins) attempts to control his corrupt town, tragedy strikes sending the railroad worker on a path of revenge.",AmazePrime,86,6,18,12.4,1066.4,0,2
S08776,Movie,The Orphle Bandits & More Kids Cartoons - Morphle,Unknown,Unknown,Unknown,2020,ALL,58 min,"Animation, Kids","Morphle can morph into anything his human companion Mila wants. From dinosaurs to cars, and animals like cats, dogs, and lions! Your kids will love these fun, and educational videos for kids! They will learn colors, shapes, numbers, the alphabet, and more! Watch these educational and magical cartoons that your kids will surely enjoy!",AmazePrime,58,5,0,5,290,0,2
S08777,Movie,The Oohlas,Unknown,Unknown,Unknown,2007,NR,23 min,Music Videos and Concerts,"Drenched in thick, hazy guitars, The Oohlas set a golden Austin afternoon ablaze with their oh-so appropriate brand of sticky, sweet fuzz pop.",AmazePrime,23,18,0,-8,-184,0,1
S08778,TV Show,The Office,Unknown,"Lucy Davis, Ricky Gervais, Martin Freeman, Mackenzie Crook, Stephen Merchant",Unknown,2003,TV-14,2 Seasons,Comedy,"Season 2 of the multi-award winning comedy set in the Slough branch of Wenham-Hogg paper company in suburban London, starring Ricky Gervais and Steven Merchant. Change can be stressful, but manager David Brent thinks he can handle it all. He's got a new boss, Tim has a new office romance, Finchy is still a riot, Kevin still has eczema and Gareth is still the office half-wit.",AmazePrime,1200,22,14,3.6,4320,0,1
S08779,TV Show,The Nurse,Unknown,Unknown,Unknown,2013,7+,1 Season,"Documentary, Special Interest",This fly-on-the-wall series looks at the work of the District Nurses who travel around the country caring for their patients in their own homes.,AmazePrime,600,12,7,3.4,2040,0,2
S08780,TV Show,The Notekins - Musical Friends,Unknown,Unknown,Unknown,2015,ALL,1 Season,"Animation, Kids, Special Interest","Step into the magical world of music in ""The Notekins"" Featuring seven little people representing each a musical note. The Notekins are invited to visit different musical instruments and along the way the young viewers will be introduced to basic musical concepts such as pitch and tempo. ""The Notekins"" is sure to have your toddler singing and dancing",AmazePrime,600,10,0,0,0,0,3
S08781,TV Show,The Night Manager,Unknown,"Hugh Laurie, Tom Hiddleston, Nader Boussandel",Unknown,2016,18+,1 Season,"Action, Drama, Suspense","The Night Manager is based on John le Carre's novel, ex-British soldier Jonathan Pine (Tom Hiddleston) is recruited by MI-6's Angela Burr (Olivia Colman) to infiltrate the inner circle of an arms trader named Richard Onslow Roper (Hugh Laurie).",AmazePrime,600,9,18,11.2,6720,0,3
S08782,Movie,The Night is Young,"Matt Jones, Dave Hill","Matt Jones, Dave Hill, Kelen Coleman, Eloise Mumford, Brett Gelman",Unknown,2016,18+,89 min,Comedy,"Los Angeles is a city full of clichi©s, and Matt and Dave are living proof. Matt, an unhappy actor, and Dave, an unsuccessful writer, just fit the stereotypes. Syd and Amy are also struggling with clichi©s of their own, a waitress/actress and a joyless workaholic.",AmazePrime,89,9,18,11.2,996.8,0,1
S08783,Movie,The Night Crew,Christian Sesma,"Luke Goss, Bokeem Woodbine, Danny Trejo",Unknown,2016,18+,93 min,"Action, Suspense","The Night Crew centers on a group of hard up bounty hunters who must survive the night in a desert motel against a horde of savage border runners. They soon realize that their fugitive, a mysterious Chinese woman, is much more than she lets on.",AmazePrime,93,9,18,11.2,1041.6,0,2
S08784,Movie,The Night Before Christmas,Diane Paloma Eskenazi,Unknown,Unknown,2016,ALL,49 min,"Animation, Kids","A kind-hearted, young orphan boy and his loyal cat discover the true spirit of Christmas in this delightfully animated Yuletide tale of musical, magical holiday cheer! Produced by Golden Films. Directed by Diane Eskenazi.",AmazePrime,49,9,0,1,49,0,2
S08785,TV Show,The Next Steps,Unknown,"Anthony Fanelli, Lyndsey Doolen",Unknown,2016,13+,1 Season,Comedy,"First comes love then comes...something. Come join Chris and Beth's journey as they navigate through the ups and downs of a relationship that's stuck in a big rut. ""I kind of hope they stay in a rut, because their rut is our huge LOL. The Next Steps' stars Anthony Fanelli & Lyndsey Doolen have the skills of making you laugh as soon as they appear on screen!!"" -David Dean, The Serial Optimist",AmazePrime,600,9,13,8.2,4920,0,1
S08786,TV Show,The Next Step,Unknown,"Myles Erlick, Shelby Bain, Victoria Baldesarra, Alexandra Beaton",Unknown,2017,TV-G,5 Seasons,"Drama, Unscripted, Young Adult Audience","It's a new chapter for The Next Step dance studio. The studio is expanding and attracting a lot of fresh faces, while many old guard A-Troupers are leaving to pursue other goals. One thing is absolute: A-Troupe's quest to be the best. Since losing Regionals last season, they are no longer the International champs and they have a lot to prove.",AmazePrime,3000,8,0,2,6000,0,3
S08787,TV Show,The New Yorker Presents,Unknown,"Rachel Aviv, Roz Chast, Paul Giamatti",Unknown,2016,TV-MA,1 Season,Documentary,"From award-winning filmmaker Alex Gibney's Jigsaw Productions, AmazePrime presents a groundbreaking new series that brings America's most award-winning magazine, The New Yorker, to the screen with documentaries, short narrative films, comedy, poetry, animation, and cartoons from the hands of acclaimed filmmakers and artists. Produced by Jigsaw Productions and Condac Nast Entertainment.",AmazePrime,600,9,0,1,600,0,1
S08788,TV Show,The New V.I.P.'s,Unknown,"Matt Braunger, Ben Schwartz, Missi Pyle, Kerri Kenney-Silver, Creed Bratton",Unknown,2017,16+,1 Season,Comedy,Four low level employees seize control of a major corporation after accidentally murdering the CEO. [Like this Pilot? Go to www.AmazePrime.com/pilotseason to take the survey.],AmazePrime,600,8,16,10.4,6240,0,1
S08789,TV Show,The Neighbors [English Subtitled],Unknown,"Bracha van Doesburgh, Daan Schuurmans, Thijs Ri∂mer, Karina Smulders, Fedja van Hui™t, Anneke Blok, Hannah van Lunteren, Leopold Witte",Unknown,2016,TV-NR,2 Seasons,"Drama, Suspense","After a year Eva comes out of a coma. Still suffering from memory loss she returns to the suburbs, while her husband Peter is locked away in an institution. After a daring prison escape Steef has two priorities: finding his son and taking revenge on Eva. New neighbors Steffi and Lex move into the neighborhood. They are unaware of last year‚Äôs drama and are preoccupied with a secret of their own.",AmazePrime,1200,9,0,1,1200,0,2
S08790,TV Show,The Neighbors [English Subbed] (4K UHD),Unknown,"Bracha van Doesburgh, Daan Schuurmans, Thijs Ri∂mer, Karina Smulders, Fedja van Hui™t, Anneke Blok, Hannah van Lunteren, Leopold Witte",Unknown,2016,TV-NR,1 Season,"Drama, Suspense","After a year Eva comes out of a coma. Still suffering from memory loss she returns to the suburbs, while her husband Peter is locked away in an institution. After a daring prison escape Steef has two priorities: finding his son and taking revenge on Eva. New neighbors Steffi and Lex move into the neighborhood. They are unaware of last year‚Äôs drama and are preoccupied with a secret of their own.",AmazePrime,600,9,0,1,600,0,2
S08791,Movie,The Natural History of the Chicken,Mark Lewis,Unknown,Unknown,2001,13+,55 min,"Documentary, Special Interest","This film delightfully reveals that this small, common and seemingly simple animal is as complex and grand as any of Earth's creatures.",AmazePrime,55,24,13,2.2,121,0,2
S08792,TV Show,The Nativity,Unknown,"Tatiana Maslany, Andrew Buchan, Peter Capaldi, Al Weaver",Unknown,2010,TV-PG,1 Season,TV Shows,"The greatest story ever told, as you've never seen it before. Writer Tony Jordan transforms a classic tale with familiar characters into a gripping human drama with an all-star cast. Starring Tatiana Maslany, Andrew Buchan, Peter Capaldi and Claudie Blakely.",AmazePrime,600,15,0,-5,-3000,0,1
S08793,Movie,The Mystery of Chaco Canyon,Anna Sofaer,Robert Redford,Unknown,1999,16+,56 min,"Documentary, Special Interest","The Mystery Of Chaco Canyon examines the deep enigmas presented by the massive prehistoric remains found in Chaco Canyon in northwestern New Mexico, revealing that between 850 and 1150 AD, the Chacoan people designed and constructed massive ceremonial buildings oriented in a complex celestial pattern throughout this vast desert region.",AmazePrime,56,26,16,3.2,179.2,0,2
S08794,Movie,The Mystery of Agatha Christie with David Suchet,Clare Lewins,"David Suchet, Mathew Prichard, Rosalind Christie",Unknown,2014,Unknown,56 min,Documentary,Join David Suchet on his trip to learn more about the best-selling murder mystery writer in history.,AmazePrime,56,11,0,-1,-56,0,1
S08795,TV Show,The Musketeers,Unknown,"Tom Burke, Santiago Cabrera, Howard Charles, Alexandra Dowling",Unknown,2016,TV-14,3 Seasons,"Action, Drama","After four years at war, the Musketeers return to a Paris seething with violence and poverty. A seemingly indifferent King has entrusted his affairs to corrupt new Governor of Paris, Philippe Feron. Ordered to the heart of this urban powder keg, the Musketeers are charged with preventing catastrophe. Still, they have their own battles to fight.",AmazePrime,1800,9,14,8.8,15840,0,2
S08796,TV Show,The Murder of Laci Peterson,Unknown,"Gloria Gomez, Ted Rowlands",Unknown,2017,TV-14,1 Season,TV Shows,"Laci Peterson, eight months pregnant, goes missing in Modesto, California, prompting a massive search and an intense police focus on her husband Scott.",AmazePrime,600,8,14,9.2,5520,0,1
S08797,Movie,The Mountains of Beyond,BRB International,Unknown,Unknown,2007,ALL,26 min,"Drama, Kids","David and his wife Lisa must go off into the mountains because it time to die. They know they will not live past 400 years old. David finishes writing his journal about the gnomes. He and Lisa are visited by an Arctic mouse, who is carrying a message from their old friend Casper. Casper does not want to make the journey alone.",AmazePrime,26,18,0,-8,-208,0,2
S08798,Movie,The Mothman Legacy,Seth Breedlove,"Lyle Blackburn, Amy Davies, Penny Riggs",Unknown,2020,13+,77 min,"Documentary, Horror","Many believe the Mothman to be a 1960's phenomenon, an omen only appearing before tragedy, and disappearing after a flap of sightings and the subsequent Silver Bridge collapse in 1967. And what if...the sightings never ended?",AmazePrime,77,5,13,9.8,754.6,0,2
S08799,TV Show,The Moonstone,Unknown,"John Thomson, Sarah Hadland, Terenia Edwards, Joshua Silver, Sophie Ward, Stewart Clarke, Leo Wringer",Unknown,2016,TV-PG,1 Season,"Drama, Suspense","A fresh adaption of English literature's first great detective novel. ""The Moonstone"" centers on the theft of a cursed but priceless diamond. The charismatic Franklin Blake must solve the disappearance of the Moonstone in order to win back the woman he loves, the beautiful, principled and independent Rachel Verinder.",AmazePrime,600,9,0,1,600,0,2
S08800,Movie,The Monopoly On Violence,Chris Cofer,"Ron Paul, Tom Woods, Michael Huemer, James C. Scott, Dave Smith, Thaddeus Russell, David Friedman",Unknown,2020,13+,106 min,Documentary,"This is a story of the violence and coercion that underlies our modern societies. Most of the time, our interactions are peaceful and consensual, but there is a large notable exception. The state maintains its power and ability to create law by the constant threat of force. It prohibits competition to its authority, and in this sense, represents a monopoly.",AmazePrime,106,5,13,9.8,1038.8,0,1
S08801,Movie,The Monkey's Paw,Brett Simmons,"C.J. Thomason, Stephen Lang, Michelle Pierce",Unknown,2013,16+,88 min,"Horror, Suspense","Jake is given a mystical monkey's paw that grants three wishes, but things go terribly wrong when he brings his friend back from the dead.",AmazePrime,88,12,16,8.8,774.4,0,2
S08802,Movie,The Missing Lynx,"Manuel Sicilia, Raul Garcia","David Robles, Cecilia Santiago, Conchi Lopez",Unknown,2012,PG,102 min,"Action, Animation, Kids",A group of animals look for a way off of an eccentric billionaire's own personal Noah's Ark.,AmazePrime,102,13,0,-3,-306,0,3
S08803,TV Show,The Missing,Unknown,Unknown,Unknown,2017,TV-14,2 Seasons,TV Shows,A young woman walks into the town she was abducted from 11 years previously ‚Äì does she hold the key to the whereabouts of another missing girl?,AmazePrime,1200,8,14,9.2,11040,0,1
S08804,Movie,The Miracle Maker,"Stanislav Sokolov, Derek W. Hayes","Ralph Fiennes, Michael Bryant, Julie Christie",Unknown,2000,ALL,87 min,"Animation, Drama, Faith and Spirituality","Starting with his birth in Nazareth, Jesus goes on to meet and inspire his apostles, perform various miracles and reveal his teachings. His baptism by John the Baptist (Richard E. Grant) is shown, as well as his meeting with Mary Magdalene. Christ must eventually face the betrayal of Judas, and succumb to Herod's vendetta against him.",AmazePrime,87,25,0,-15,-1305,0,3
S08805,Movie,The Mine Adventure With Shawn the Train and Team - In Search of Crystals and Friendship,Unknown,Unknown,Unknown,2017,ALL,11 min,Kids,"Shawn the Train and his friend Speedy go to an abandoned mine to search for glowing crystals. During their adventure they meet a new friend, Gus, and discover that there are more important things in life than gems and stones.",AmazePrime,11,8,0,2,22,0,1
S08806,TV Show,The Mill,Unknown,"Kerrie Hayes, Ciaran Griffiths, Barbara Marten, Matthew McNulty, Holly Lucas, Katherine Rose Morley, Sascha Parkinson, Connor Dempsey, Hugh Simon, Sope Dirisu, Aidan McArdle",Unknown,2014,13+,2 Seasons,"Drama, Historical",It is 1838 and whilst John and Daniel celebrate the reprieve of the Tolpuddle Martyrs the new Poor Law drives economic migrants from Southern England to the mill .,AmazePrime,1200,11,13,7.4,8880,0,2
S08807,Movie,The Milky Way,Mark Knight,Unknown,Unknown,2020,ALL,60 min,Special Interest,"Explore the breath-taking beauty of the night sky and the bright Milky Way, named to reflect the galaxy's appearance from Earth. This hazy band of light seen in the night sky contains between 100 and 400 billion stars and a least that many planets. The accompanying binaural beat sound bed helps reduce stress and lowers inflammation in your body resulting in a happier, healthier You.",AmazePrime,60,5,0,5,300,0,1
S08808,TV Show,The Menendez Murders: Erik Tells All,Unknown,Unknown,Unknown,2017,TV-14,1 Season,"Documentary, Special Interest","For the first time in over a decade, Erik Menendez opens up with his most in-depth interview to date in ""The Menendez Murders: Erik Tells All.""",AmazePrime,600,8,14,9.2,5520,0,2
S08809,TV Show,The Men Who Built America,Unknown,"Matt Boliek, John C. Bailey",Unknown,2014,TV-PG,1 Season,"Documentary, Special Interest","Discover the accomplishments of John D. Rockefeller, Andrew Carnegie, and other titans of industry in this engrossing documentary series with a difference. Commentary from present-day business superstars offer insightful modern perspectives on each man's life and times, all revealed through a seamless blend of movie-quality reenactments and fascinating archival material.",AmazePrime,600,11,0,-1,-600,0,2
S08810,TV Show,The Marvelous Mrs. Maisel,Unknown,"Rachel Brosnahan, Alex Borstein, Michael Zegen, Marin Hinkle, Kevin Pollak, Caroline Aaron, Jane Lynch, Tony Shalhoub",United States,2019,16+,3 Seasons,"Comedy, Drama","Midge and Susie discover that life on tour with Shy is glamorous but humbling, and they learn a lesson about show business they‚Äôll never forget. Joel struggles to support Midge while pursuing his own dreams. Abe embraces a new mission and Rose learns she has talents of her own.",AmazePrime,1800,6,16,11.2,20160,0,2
S08811,Movie,The Marksman,Marcus Adams,"Wesley Snipes, William Hope, Emma Samms, Anthony Warren, Peter Youngblood Hills, Vlad Ivanov",Unknown,2005,R,95 min,Action,Chechen rebels take over a Russian nuclear plant and it's up to a mysterious agent (Snipes) to stop them.,AmazePrime,95,20,0,-10,-950,0,1
S08812,Movie,The Mandela Effect,David Guy Levy,"Charlie Hofheimer, Aleksa Palladino, Robin Lord Taylor, Madeleine McGraw, Clarke Peters",Unknown,2019,13+,80 min,"Drama, Science Fiction","A man becomes obsessed with facts and events that have been collectively misremembered by thousands of people. Believing the phenomena to be the symptom of something larger, his obsession eventually leads him to question reality itself.",AmazePrime,80,6,13,9.4,752,0,2
S08813,Movie,The Man Who Knew Bush,Marc Berlin,Unknown,Unknown,2011,G,74 min,"Comedy, Documentary, Special Interest","The privileged life of George W. Bush, the 43rd president, told by a distant relative.",AmazePrime,74,14,0,-4,-296,0,3
S08814,TV Show,The Man In the High Castle,Unknown,"Alexa Davalos, Joel de la Fuente, Jason O‚ÄôMara, Brennan Brown, Chelah Horsdal, Frances Turner, Rufus Sewell","United States, United Kingdom, Canada",2019,18+,4 Seasons,"Action, Drama, Historical","In the climactic final season, America will witness rebellion on both coasts as Juliana and Wyatt join forces with an emerging Black insurgency led by Bell Mallory. Takeshi Kido will be forced to reckon with the demons of his past, and John and Helen Smith‚Äôs lives will be forever changed after Smith steps through the Die Nebenwelt portal and travels the path not taken.",AmazePrime,2400,6,18,12.4,29760,0,3
S08815,Movie,The Magic Lamp and the Moving Islands (Subbed),Shinpei Miyashita,"Tomo Muranaka, Momoko Tanabe, Nao Nagasawa, Tadashi Miyazawa, Yutaka Aoyama, Takeshi Kaga",Unknown,2016,ALL,50 min,Anime,"Sinbad and the crews of the Bahr go out in search for the comrades of Sana, the princess of a legendary sorcerer clan. While repairing a damaged ship after a heavy storm, Sana feels the presence of the Magic Lamp. On the nearby island, they search for the lamp, but the hand of a demon intent on Sana draws close. What is the Magic Lamp? iÄÄWhere are Sana‚Äôs comrades? The adventure continues!",AmazePrime,50,9,0,1,50,0,1
S08816,Movie,The Magic Lamp and the Moving Islands (Dubbed),Shinpei Miyashita,Unknown,Unknown,2016,ALL,50 min,"Anime, Kids","Sinbad and the crews of the Bahr go out in search for the comrades of Sana, the princess of a legendary sorcerer clan. While repairing a damaged ship after a heavy storm, Sana feels the presence of the Magic Lamp. On the nearby island, they search for the lamp, but the hand of a demon intent on Sana draws close. What is the Magic Lamp? iÄÄWhere are Sana‚Äôs comrades? The adventure continues!",AmazePrime,50,9,0,1,50,0,2
S08817,Movie,The Lucy Show - Vol. 2,Maury Thompson,"Lucille Ball, Vivian Vance, Gale Gordon, Jim Nabors, Mel Tormi©, Claude Akins, Mary Jane Croft",Unknown,2001,ALL,127 min,Comedy,"""The Lucy Show"" was the 3rd series which Lucille Ball used to dominate the Monday TV line-up on CBS. Like her earlier series, ""I Love Lucy,"" it ran six seasons, and stayed in the top 10 in the ratings for its entire run. Enjoy 5 episodes: ""Lucy & the Ring-A-Ding-Ring"" - ""Lucy Gets Caught Up in the Draft"" (Jim Nabors) - ""Viv Visits Lucy"" - ""Main Street USA"" (Mel Tormi©) - ""Lucy Meets the Law""",AmazePrime,127,24,0,-14,-1778,0,1
S08818,Movie,The Lucy Show - Vol. 1,Maury Thompson,"Lucille Ball, Carol Burnett, John Wayne, George Burns, Milton Berle, Vivian Vance, Gale Gordon",Unknown,1999,7+,127 min,Comedy,"The Lucy Show was the 3rd series which Lucille Ball used to dominate the Monday TV line-up on CBS. Like her earlier series, I Love Lucy, it ran six seasons, and stayed in the top 10 in the ratings for its entire run. Enjoy 5 episodes: Lucy gets a roommate (Carol Burnett) - Lucy & Carol in Palm Springs (Carol Burnett) - Lucy meets John Wayne - Lucy with George Burns - Lucy meets the Berles.",AmazePrime,127,26,7,-2.2,-279.4,0,1
S08819,TV Show,The Lowe Files,Unknown,"Matthew Edward Lowe, Owen John Lowe",Unknown,2017,TV-PG,1 Season,"Documentary, Drama, Unscripted","The Lowe Files follows Rob Lowe and his two sons, Matthew and John Owen, as they travel through the country to explore infamous unsolved mysteries.",AmazePrime,600,8,0,2,1200,0,3
S08820,Movie,The Little Traitor,Lynn Roth,"Ido Port, Alfred Molina, Gilya Stern, Rami Heuberger, Theodore Bikel",Unknown,2009,13+,89 min,Drama,A coming of age tale of the unlikely bond between a kindly British soldier and a spirited Jewish boy set against the backdrop of the birth of the State of Israel.,AmazePrime,89,16,13,5.4,480.6,0,1
S08821,Movie,The Little Prince,Mark Osborne,"Jeff Bridges, Rachel McAdams, Paul Rudd",Unknown,2015,PG,107 min,"Animation, Kids",A pilot crash-lands in the Sahara and finds a boy who says he's a prince fallen to Earth from his asteroid home.,AmazePrime,107,10,0,0,0,0,2
S08822,Movie,The Little Match Girl,Unknown,Unknown,Unknown,2018,ALL,9 min,"Animation, Anime, Kids","''The Little Match Girl,'' by Hans Christian Andersen, is a bleak Danish story which has only a partly-happy ending. The little girl is trying to sell matches on New Year's Eve but eventually decides to burn her matches for warmth; as she does so she has visions of feasts and family, of warmth and happiness.",AmazePrime,9,7,0,3,27,0,3
S08823,Movie,The Lemonheads,Baeble Music,Unknown,Unknown,2007,7+,53 min,Music Videos and Concerts,Evan Dando and company return in the Lemonheads with a sweet 'n' sour mix of Generation-X alterna-pop.,AmazePrime,53,18,7,1,53,0,1
S08824,TV Show,The Legends,Unknown,"Lu Bai, Kai Xu, Xu Dai, Yan Xiao, Guanxiang Liu, Lu Mi, Zifeng Li, Hao Xiang, De Yang, Ye Ding",Unknown,2019,18+,1 Season,"Romance, Science Fiction","While trying to take her Master's Wanjun Sword, Zhaoyao Lu (Lu Bai) is ambushed and dies. She mistakenly believes Chenlan Li (Kai Xu), has something to do with the ambush. Five years later, Chenlan has taken over the position of the Wanlu leader, and Zhaoyao's mission is to seek revenge. She possesses the body of Zhiyan Qin (Yan Xiao). But she slowly starts to fall in love with him instead.",AmazePrime,600,6,18,12.4,7440,0,2
S08825,Movie,The Legend of Swee' Pea,Benjamin May,"Lloyd Daniels, Avery Johnson, Bobbito Garcia, David Robinson, Jerry Tarkanian",United States,2020,18+,80 min,"Documentary, Sports","A ""mystical understanding of the game"" made Lloyd ""Swee' Pea"" Daniels a New York City basketball legend by the age of 16. Christened the ""next Magic Johnson"", his career effectively ended at age 21 after being shot 3 times in the chest after a tussle over $8 of cocaine. The Legend of Swee' Pea follows the twists and turns of fortune in the life of a basketball prodigy.",AmazePrime,80,5,18,12.8,1024,0,2
S08826,Movie,The Legend of Halloween Jack,Andrew Jones,"Jo Hart, Aaron Jeffcoate, Lee Bane",Unknown,2018,18+,84 min,"Horror, Suspense","On Halloween night, a serial killer returns from the dead to take revenge on the vigilantes who put him to death one year earlier.",AmazePrime,84,7,18,12,1008,0,2
S08827,Movie,The Legend of Hallowaiian,Sean Patrick O'Reilly,"Vanessa Williams, Noah Schnapp, Mark Hamill, Tia Carrere, Mark Dacascos, Teilor Grubbs, Kiefer O'Reilly",Unknown,2018,PG,82 min,Kids,"When three young friends uncover ancient Hawaiian legends, they unleash a giant pineapple-headed monster wreaking havoc on the island and its up to them to save their hometown.",AmazePrime,82,7,0,3,246,0,1
S08828,Movie,The Legend Of Ben Hall,Matthew Holmes,Unknown,Unknown,2017,Unknown,140 min,"Action, Western","After two years on the run, bushranger Ben Hall considers surrendering to the law when his old friend John Gilbert entices him back into the game. Taking on fresh recruit John Dunn, the gang rides again, and before long they become the most wanted men in the country. When they are declared outlaws, the three decide to flee forever.",AmazePrime,140,8,0,2,280,0,2
S08829,Movie,The Last Witness,Piotr Szkopiak,"Alex Pettyfer, Robert Wieckiewicz, Talulah Riley",Unknown,2018,16+,93 min,"Drama, Suspense","An ambitious young journalist uncovers the horrific slaughter of 22,000 Polish officers during the Second World War. A secret that has been kept hidden for far too many years.",AmazePrime,93,7,16,10.8,1004.4,0,2
S08830,TV Show,The Last Tycoon,Unknown,"Matt Bomer, Kelsey Grammer, Lily Collins, Dominique McElligott, Enzo Cilenti, Koen De Bouw, Mark O'Brien, Rosemarie DeWitt",Unknown,2017,18+,1 Season,"Drama, Historical","The Last Tycoon tells the story of Monroe Stahr, a dashing and talented studio executive who struggles to find his place within the movie industry and the world. Monroe is caught in a power struggle with his boss and mentor, Pat Brady, when a young Irish waitress catches his eye. Her spark just might be the fuel he needs to create a truly great and important film in his quest for power.",AmazePrime,600,8,18,11.6,6960,0,2
S08831,Movie,The Last Stop,Todd Nilssen,"Liz Arnold, Peter Arnold, Daniel Bennison, Jeff Bloking, Alec Canarri",Unknown,2020,16+,111 min,Documentary,"The Elan School was the last stop. Set deep in the woods of Maine, Elan delivered controversial therapy to troubled teens. It was a meat grinder of raw emotion and harsh discipline. Some say it sold hope; others say it sold Hell.",AmazePrime,111,5,16,11.6,1287.6,0,1
S08832,Movie,The Last Sharknado: It's About Time,Anthony C. Ferrante,"Tara Reid, Ian Ziering, Cassie Scerbo, Vivica A. Fox, Judah Friedlander",United States,2018,13+,89 min,"Action, Science Fiction","Determined to bring his family back to life, Gil sends his father Fin back in time to stop the Sharknados from starting. Along the way, he fights dinosaurs, knights, cowboys, and a robot version of his wife. This time - it's not how to stop the Sharknados, but when.",AmazePrime,89,7,13,9,801,0,2
S08833,TV Show,The Last Post,Unknown,"Jessie Buckley, Jeremy Neumark Jones, Tom Glynn-Carney",Unknown,2017,16+,1 Season,"Drama, Historical, Military and War","In the mid-60s, a unit of Royal Military Police officers and their families deal with the challenges of politics, love and war in the shimmering heat of British-controlled Aden.",AmazePrime,600,8,16,10.4,6240,0,3
S08834,TV Show,The Last of Robin Hood,Unknown,Kevin Kline,Unknown,2018,TV-14,1 Season,Drama,"Kevin Kline stars as Errol Flynn, one of Hollywood's greatest leading men: a lusty and vivacious actor who lived a swashbuckling life of glamour and scandal on and off the screen. But few remember the icon's last May-December romance that shocked a nation. The Last of Robin Hood is a sensational look at Hollywood's golden age and the desire for fame and acceptance.",AmazePrime,600,7,14,9.6,5760,0,1
S08835,TV Show,The Last Narc,Unknown,"Conseulo 'Chatita' Berrellez, Geneva Camarena, Jorge Godoy",United States,2020,16+,1 Season,Documentary,"In 1985, American DEA agent Enrique ‚ÄúKiki‚Äù Camarena was kidnapped, tortured, and murdered by Mexico‚Äôs most notorious drug lords. Thirty-five years later, three former cartel insiders share unprecedented details. This is the story of Camarena, the drug cartel he infiltrated, and the narc who risked everything to discover the truth.",AmazePrime,600,5,16,11.6,6960,0,1
