Session_ID,User_ID,Content_ID,View_Date,Watch_Duration_Minutes,Completion_Percentage,Paused_Times,Rewatched_Flag,Time_of_Day,Device_Type
S790117,U1218,C16961,30/11/2025,20,17,0,Y,Evening,Laptop
S110397,U1218,C11193,10/11/2022,24,40,2,Y,Afternoon,Laptop
S940150,U1218,C07773,29/07/2022,33,37,2,Y,Afternoon,Laptop
S916302,U1218,C13571,19/02/2025,71,59,1,N,Night,Laptop
S286164,U1218,C07131,06/09/2025,307,51,2,N,Afternoon,Laptop
S417801,U1218,C06740,16/08/2022,555,92,2,Y,Afternoon,Laptop
S651050,U1218,C12031,08/05/2024,50,67,3,N,Evening,Laptop
S163396,U1219,C05265,07/05/2024,15,16,2,N,Morning,Tablet
S101934,U1219,C11669,25/01/2025,47,79,3,Y,Afternoon,Tablet
S776117,U1219,C10972,04/06/2025,192,32,2,N,Afternoon,Tablet
S472615,U1219,C00110,28/08/2023,67,63,3,N,Afternoon,Tablet
S213416,U1219,C04711,26/11/2022,94,5,2,N,Evening,Tablet
S474688,U1219,C11412,30/12/2022,5,0,2,N,Evening,Tablet
S353108,U1219,C06500,20/08/2025,88,95,2,Y,Evening,Tablet
S423675,U1219,C11553,22/11/2024,7,7,1,N,Evening,Tablet
S458933,U1219,C12228,31/01/2025,80,48,2,N,Afternoon,Tablet
S663914,U1219,C10775,29/09/2022,119,19,2,Y,Morning,Tablet
S457383,U1219,C16751,16/11/2022,88,100,1,Y,Afternoon,Tablet
S184527,U1219,C02089,06/09/2022,8,8,3,N,Night,Tablet
S395987,U1219,C11657,17/04/2024,38,65,1,Y,Night,Tablet
S952231,U1219,C07862,04/04/2025,640,53,2,N,Morning,Tablet
S195403,U1219,C08983,28/04/2025,56,84,0,N,Evening,Tablet
S195893,U1220,C13362,21/03/2024,428,71,2,N,Night,Laptop
S563250,U1220,C00932,28/09/2022,320,53,2,N,Afternoon,Laptop
S556648,U1220,C13364,28/03/2025,48,54,0,N,Night,Laptop
S943601,U1220,C05880,09/04/2024,109,94,3,Y,Evening,Laptop
S274148,U1220,C12403,10/12/2022,116,95,2,Y,Evening,Laptop
S567033,U1220,C16777,02/12/2024,304,50,0,Y,Evening,Laptop
S776387,U1220,C14101,23/02/2022,6,5,0,Y,Evening,Laptop
S525385,U1220,C12723,08/02/2025,7,7,3,Y,Afternoon,Laptop
S502433,U1220,C12396,31/01/2022,12,9,2,N,Night,Laptop
S143310,U1220,C13350,20/03/2024,5,6,0,Y,Afternoon,Laptop
S534486,U1220,C05501,09/02/2023,315,52,0,N,Afternoon,Laptop
S873518,U1220,C02168,26/09/2023,49,55,2,N,Night,Laptop
S637159,U1220,C04013,02/03/2023,12,54,3,Y,Morning,Laptop
S713403,U1220,C17158,30/03/2022,389,64,1,Y,Evening,Laptop
S419494,U1220,C14265,09/04/2023,71,77,0,N,Afternoon,Laptop
S412523,U1221,C03493,23/09/2023,86,73,1,Y,Evening,Mobile
S788449,U1221,C13357,26/12/2022,292,48,0,N,Morning,Mobile
S880558,U1221,C07970,06/06/2024,461,76,3,Y,Night,Mobile
S987929,U1221,C03641,17/07/2024,51,71,0,N,Afternoon,Mobile
S852876,U1221,C07061,10/02/2024,17,22,0,N,Evening,Mobile
S556968,U1221,C05561,10/02/2024,59,64,0,N,Morning,Mobile
S128776,U1221,C02710,29/04/2024,53,67,1,N,Night,Mobile
S202495,U1221,C12914,16/03/2023,26,76,1,Y,Night,Mobile
S560849,U1221,C16589,23/08/2025,6,6,1,Y,Morning,Mobile
S828574,U1221,C14274,01/07/2025,53,76,0,N,Afternoon,Mobile
S427051,U1221,C07463,18/01/2024,462,77,2,N,Morning,Mobile
S597395,U1221,C03697,19/12/2022,37,34,2,N,Morning,Mobile
S858685,U1221,C01827,22/09/2025,92,74,2,N,Night,Mobile
S287964,U1221,C13283,05/10/2022,396,66,1,Y,Afternoon,Mobile
S555140,U1221,C06868,17/12/2025,52,42,3,Y,Afternoon,Mobile
S729663,U1222,C10058,23/04/2022,7,12,0,Y,Night,Mobile
S953235,U1222,C09410,27/10/2024,24,4,2,Y,Afternoon,Mobile
S569540,U1222,C13918,02/06/2022,251,41,2,Y,Morning,Mobile
S839662,U1222,C13511,26/04/2023,74,87,0,Y,Night,Mobile
S711824,U1222,C06220,02/12/2025,6,5,1,Y,Night,Mobile
S531439,U1222,C04570,26/12/2022,284,47,2,N,Night,Mobile
S365419,U1222,C13180,20/12/2025,55,46,3,N,Afternoon,Mobile
S127173,U1222,C08956,10/05/2025,22,75,1,N,Evening,Mobile
S522136,U1222,C17574,04/04/2025,332,55,3,N,Morning,Mobile
S851424,U1222,C16572,26/01/2022,845,15,2,N,Evening,Mobile
S848606,U1222,C06625,22/07/2022,7,7,3,Y,Night,Mobile
S561087,U1222,C09264,28/09/2024,98,97,2,N,Morning,Mobile
S271934,U1222,C14442,23/03/2023,51,77,0,N,Night,Mobile
S634382,U1222,C03553,11/08/2022,9,9,3,N,Afternoon,Mobile
S820130,U1222,C13973,10/11/2024,20,22,2,N,Evening,Mobile
S630890,U1223,C13004,09/09/2022,108,78,2,Y,Morning,Mobile
S932124,U1223,C09572,23/03/2024,1644,91,2,Y,Morning,Mobile
S955445,U1223,C06371,22/04/2023,72,63,1,Y,Evening,Mobile
S435755,U1223,C08424,28/10/2022,7,21,0,N,Evening,Mobile
S210504,U1223,C01121,17/09/2025,520,86,0,N,Morning,Mobile
S304806,U1223,C13559,18/11/2023,67,74,1,N,Afternoon,Mobile
S948884,U1223,C14684,13/08/2023,61,58,2,N,Morning,Mobile
S885514,U1223,C15601,05/11/2025,2613,87,3,N,Evening,Mobile
S147966,U1223,C15808,09/09/2024,21,25,2,Y,Evening,Mobile
S495297,U1223,C06776,08/06/2023,102,96,3,N,Night,Mobile
S128265,U1223,C00554,05/04/2024,35,28,0,Y,Morning,Mobile
S771988,U1223,C04198,02/07/2024,14,13,1,N,Night,Mobile
S879503,U1223,C04986,26/12/2022,13,48,2,Y,Evening,Mobile
S954780,U1223,C10257,21/06/2023,423,70,1,N,Evening,Mobile
S463055,U1223,C02908,22/06/2023,26,46,3,Y,Night,Mobile
S835191,U1224,C03507,20/11/2022,46,39,2,N,Morning,Laptop
S792990,U1224,C12539,30/12/2023,48,52,1,N,Night,Laptop
S929442,U1224,C01659,21/02/2025,15,100,1,N,Afternoon,Laptop
S804441,U1224,C16420,04/12/2023,127,84,0,N,Night,Laptop
S822815,U1224,C15296,09/11/2023,25,30,0,Y,Evening,Laptop
S846996,U1224,C00426,25/05/2023,433,72,1,Y,Night,Laptop
S523236,U1224,C07079,27/03/2024,72,52,3,N,Morning,Laptop
S741600,U1224,C17639,23/12/2023,38,24,1,Y,Night,Laptop
S653373,U1224,C14914,28/07/2024,43,49,0,Y,Night,Laptop
S601261,U1224,C14843,10/08/2025,73,69,0,N,Morning,Laptop
S688081,U1224,C02456,08/07/2023,62,68,1,Y,Afternoon,Laptop
S836826,U1224,C12874,29/06/2025,74,53,2,N,Morning,Laptop
S126708,U1224,C06387,16/02/2022,29,30,2,N,Evening,Laptop
S418946,U1224,C11535,08/12/2025,32,43,3,N,Night,Laptop
S571377,U1224,C02949,09/03/2024,25,28,0,N,Night,Laptop
S137989,U1225,C09795,13/11/2022,24,20,1,Y,Morning,Laptop
S919414,U1225,C17180,12/05/2025,2916,81,0,Y,Morning,Laptop
S352542,U1225,C09397,03/01/2022,7,16,1,N,Afternoon,Laptop
S902488,U1225,C12662,02/06/2024,60,66,2,N,Evening,Laptop
S240555,U1225,C17551,25/06/2022,6,7,1,N,Night,Laptop
S726496,U1225,C05469,24/04/2023,14,63,3,Y,Morning,Laptop
S287727,U1225,C14270,05/07/2022,1321,24,2,N,Afternoon,Laptop
S337255,U1225,C04813,27/05/2023,14,8,1,Y,Morning,Laptop
S582057,U1225,C10803,26/08/2025,135,22,2,Y,Night,Laptop
S606038,U1225,C07931,12/12/2024,319,53,2,N,Morning,Laptop
S521610,U1225,C00994,27/06/2025,374,62,1,Y,Night,Laptop
S435121,U1225,C10599,19/02/2022,240,40,1,N,Evening,Laptop
S647255,U1225,C02421,08/01/2023,88,57,2,Y,Morning,Laptop
S578166,U1225,C03548,10/03/2024,495,82,0,N,Afternoon,Laptop
S401391,U1225,C12451,19/09/2023,86,96,0,N,Evening,Laptop
S610531,U1226,C12278,01/03/2023,35,36,2,N,Morning,Laptop
S800892,U1226,C15550,11/12/2022,22,25,0,N,Evening,Laptop
S760883,U1226,C11497,15/06/2024,13,14,0,N,Evening,Laptop
S835715,U1226,C02043,02/09/2023,63,67,0,Y,Afternoon,Laptop
S765803,U1226,C03901,17/09/2023,531,88,1,Y,Evening,Laptop
S738210,U1226,C00037,08/11/2025,1123,62,1,N,Morning,Laptop
S590506,U1226,C09570,30/08/2024,13,10,2,N,Night,Laptop
S462328,U1226,C04950,15/09/2022,216,36,1,Y,Night,Laptop
S661897,U1226,C07898,02/09/2025,39,47,1,Y,Morning,Laptop
S430653,U1226,C01981,08/07/2024,62,56,1,Y,Afternoon,Laptop
S764549,U1226,C06835,05/09/2025,153,93,1,Y,Afternoon,Laptop
S164946,U1226,C01412,02/07/2022,76,80,1,N,Morning,Laptop
S131743,U1226,C11323,01/01/2023,8,47,0,Y,Morning,Laptop
S892283,U1226,C15997,02/05/2022,52,56,0,N,Night,Laptop
S973532,U1226,C09174,26/03/2022,44,35,2,N,Night,Laptop
S994000,U1227,C04990,23/08/2024,25,96,1,Y,Night,Smart TV
S722023,U1227,C13618,31/10/2024,30,69,0,Y,Night,Smart TV
S569085,U1227,C13479,02/04/2023,17,68,2,N,Afternoon,Smart TV
S382367,U1227,C00889,10/04/2023,408,68,3,N,Afternoon,Smart TV
S361260,U1227,C06295,18/02/2022,47,90,0,Y,Afternoon,Smart TV
S278420,U1227,C16859,20/09/2024,410,68,1,N,Night,Smart TV
S206816,U1227,C00634,12/02/2023,586,97,1,N,Afternoon,Smart TV
S423596,U1227,C09861,28/01/2022,185,30,3,N,Afternoon,Smart TV
S540215,U1227,C06259,29/03/2024,44,7,3,N,Morning,Smart TV
S498385,U1227,C15436,25/01/2022,35,43,2,Y,Afternoon,Smart TV
S529028,U1227,C05458,04/12/2022,43,40,1,N,Afternoon,Smart TV
S435384,U1227,C01976,16/04/2023,176,29,3,Y,Evening,Smart TV
S489925,U1227,C05197,30/12/2023,327,54,3,Y,Evening,Smart TV
S256948,U1227,C03272,16/10/2023,44,78,1,N,Night,Smart TV
S437714,U1227,C17599,23/05/2025,137,22,2,Y,Evening,Smart TV
S564674,U1228,C07415,04/06/2024,3265,68,0,Y,Evening,Mobile
S960290,U1228,C08835,21/09/2023,520,86,1,Y,Night,Mobile
S545662,U1228,C02734,03/05/2025,65,50,3,Y,Evening,Mobile
S805530,U1228,C07439,28/04/2023,8,33,0,Y,Night,Mobile
S171899,U1228,C07935,13/05/2024,17,23,1,Y,Morning,Mobile
S736737,U1228,C04522,12/07/2025,1257,69,0,N,Night,Mobile
S330988,U1228,C00451,01/01/2024,332,55,0,Y,Evening,Mobile
S804300,U1228,C12849,24/11/2024,13,10,2,Y,Night,Mobile
S814524,U1228,C15419,18/03/2024,39,40,2,Y,Afternoon,Mobile
S988819,U1228,C06563,02/08/2025,67,76,2,Y,Night,Mobile
S466162,U1228,C12297,21/12/2023,15,19,1,Y,Morning,Mobile
S553393,U1228,C12788,23/12/2023,19,42,3,N,Afternoon,Mobile
S555419,U1228,C17156,26/03/2025,910,50,1,N,Afternoon,Mobile
S462082,U1228,C10618,08/07/2022,32,34,2,N,Night,Mobile
S650027,U1228,C04272,20/06/2025,369,61,0,Y,Night,Mobile
S745492,U1229,C15830,23/01/2022,64,56,0,N,Evening,Tablet
S823564,U1229,C12607,24/09/2022,87,93,2,Y,Afternoon,Tablet
S605378,U1229,C12228,29/05/2022,74,44,2,Y,Evening,Tablet
S902934,U1229,C02160,14/12/2025,1878,78,2,N,Afternoon,Tablet
S941286,U1229,C04405,28/11/2025,43,67,1,N,Night,Tablet
S925614,U1229,C09960,22/04/2024,80,93,2,N,Night,Tablet
S905272,U1229,C06738,09/06/2022,65,79,1,N,Evening,Tablet
S176445,U1229,C12234,31/08/2022,46,69,1,Y,Evening,Tablet
S772374,U1229,C07376,22/03/2023,60,55,3,Y,Morning,Tablet
S752971,U1229,C00756,06/07/2024,94,96,1,Y,Afternoon,Tablet
S238425,U1229,C07585,06/06/2024,16,17,2,N,Morning,Tablet
S558723,U1229,C15993,02/04/2024,21,24,0,Y,Morning,Tablet
S192578,U1229,C16827,28/10/2025,79,79,2,Y,Evening,Tablet
S515361,U1229,C07056,30/04/2024,79,60,3,Y,Morning,Tablet
S862254,U1229,C10129,19/12/2024,35,27,0,N,Night,Tablet
S872506,U1230,C05961,27/07/2024,17,15,2,N,Night,Tablet
S171124,U1230,C07671,06/02/2023,134,97,0,Y,Morning,Tablet
S134216,U1230,C03191,29/04/2025,9,20,0,N,Night,Tablet
S872344,U1230,C07859,27/09/2024,96,95,0,N,Evening,Tablet
S132069,U1230,C12464,12/11/2024,73,73,0,N,Afternoon,Tablet
S721088,U1230,C09654,26/05/2022,1633,68,2,N,Night,Tablet
S202512,U1230,C03050,25/01/2022,370,61,0,N,Evening,Tablet
S546182,U1230,C08076,13/07/2024,35,38,2,N,Night,Tablet
S785995,U1230,C05755,21/06/2022,17,48,0,N,Morning,Tablet
S403153,U1230,C06107,21/02/2022,382,63,3,N,Night,Tablet
S523528,U1230,C08508,14/06/2024,2056,38,2,N,Evening,Tablet
S322405,U1230,C16036,06/03/2022,77,80,3,Y,Night,Tablet
S167229,U1230,C07399,15/01/2022,103,87,1,Y,Morning,Tablet
S283873,U1230,C05556,19/09/2022,67,11,2,N,Evening,Tablet
S996589,U1230,C08479,29/09/2025,10,100,3,N,Night,Tablet
S932263,U1231,C07553,02/02/2025,75,79,3,Y,Afternoon,Mobile
S588544,U1231,C03222,18/12/2022,225,12,0,N,Evening,Mobile
S686116,U1231,C08627,26/10/2025,341,56,3,N,Night,Mobile
S871024,U1231,C10819,18/09/2025,1847,43,0,N,Night,Mobile
S328878,U1231,C15330,05/02/2023,58,43,3,N,Night,Mobile
S659519,U1231,C07930,18/05/2022,112,94,2,Y,Evening,Mobile
S449443,U1231,C02828,13/12/2024,19,19,3,Y,Night,Mobile
S626239,U1231,C00489,06/12/2025,28,24,0,N,Night,Mobile
S737153,U1231,C15984,04/04/2025,13,11,2,N,Evening,Mobile
S140239,U1231,C03440,22/11/2022,102,76,2,N,Afternoon,Mobile
S449336,U1231,C06723,24/10/2024,65,89,1,N,Evening,Mobile
S157871,U1231,C09114,09/09/2022,72,81,1,Y,Evening,Mobile
S775302,U1231,C03035,16/06/2022,141,98,3,Y,Afternoon,Mobile
S732178,U1231,C02157,09/03/2022,499,83,1,Y,Night,Mobile
S904292,U1231,C10743,19/06/2025,63,47,0,N,Night,Mobile
S309246,U1232,C11593,23/02/2023,39,67,1,N,Evening,Smart TV
S218004,U1232,C11770,08/01/2024,79,73,1,N,Afternoon,Smart TV
S323067,U1232,C12705,03/04/2023,120,76,3,Y,Afternoon,Smart TV
S235848,U1232,C14039,20/06/2023,62,68,1,N,Night,Smart TV
S902135,U1232,C13189,27/04/2024,8,8,3,N,Night,Smart TV
S893740,U1232,C12232,21/04/2023,138,28,3,Y,Evening,Smart TV
S881910,U1232,C08479,20/02/2023,6,100,1,N,Morning,Smart TV
S318469,U1232,C04218,13/11/2024,50,60,1,Y,Morning,Smart TV
S407419,U1232,C06717,30/01/2023,74,57,0,N,Evening,Smart TV
S814550,U1232,C03057,12/04/2023,20,23,1,Y,Afternoon,Smart TV
S539472,U1232,C12779,30/06/2024,645,53,1,N,Evening,Smart TV
S400760,U1232,C17657,02/05/2022,15,10,1,Y,Morning,Smart TV
S264121,U1232,C11180,02/09/2025,10,6,0,Y,Night,Smart TV
S319844,U1232,C07890,13/08/2024,80,71,0,N,Morning,Smart TV
S937770,U1232,C16899,02/07/2024,86,92,0,Y,Morning,Smart TV
S266882,U1233,C01632,30/05/2023,368,61,2,N,Evening,Mobile
S670920,U1233,C12231,27/10/2023,65,65,1,Y,Afternoon,Mobile
S429973,U1233,C10401,17/02/2022,250,41,0,N,Morning,Mobile
S305040,U1233,C05058,05/02/2023,1706,94,3,Y,Evening,Mobile
S393627,U1233,C13492,31/12/2024,36,39,2,N,Afternoon,Mobile
S761796,U1233,C12710,23/01/2023,88,84,1,Y,Night,Mobile
S178366,U1233,C14686,30/11/2022,41,46,0,Y,Afternoon,Mobile
S307776,U1233,C14169,14/10/2024,77,87,1,Y,Evening,Mobile
S775251,U1233,C00674,17/01/2023,971,80,0,N,Morning,Mobile
S564668,U1233,C01264,14/01/2024,9,6,3,N,Morning,Mobile
S491541,U1233,C17715,22/02/2023,37,34,1,Y,Night,Mobile
S182444,U1233,C17313,03/01/2022,99,72,3,Y,Morning,Mobile
S705008,U1233,C16419,18/07/2022,32,21,1,N,Evening,Mobile
S934472,U1233,C06251,19/11/2022,40,45,1,N,Afternoon,Mobile
S715451,U1233,C01471,15/07/2025,490,81,1,N,Morning,Mobile
S650568,U1234,C02595,17/04/2022,38,66,1,Y,Night,Mobile
S959845,U1234,C12522,06/09/2022,192,32,0,Y,Night,Mobile
S683045,U1234,C15480,14/12/2024,47,90,1,Y,Evening,Mobile
S281928,U1234,C01256,20/05/2025,101,97,1,Y,Afternoon,Mobile
S300432,U1234,C11378,30/06/2024,40,43,2,Y,Afternoon,Mobile
S245958,U1234,C14349,20/02/2025,218,18,0,N,Night,Mobile
S109682,U1234,C08912,31/12/2022,22,66,2,N,Night,Mobile
S190887,U1234,C01539,28/12/2023,290,48,1,N,Night,Mobile
S514614,U1234,C14523,08/02/2022,9,11,3,Y,Morning,Mobile
S889286,U1234,C12314,09/08/2025,982,81,3,Y,Afternoon,Mobile
S876721,U1234,C11118,18/10/2022,113,76,3,N,Morning,Mobile
S725433,U1234,C02981,01/12/2023,91,77,1,N,Morning,Mobile
S264953,U1234,C02248,09/09/2022,89,96,1,Y,Morning,Mobile
S267917,U1234,C00861,01/01/2024,51,53,1,Y,Morning,Mobile
S293680,U1234,C11096,10/03/2023,49,92,1,N,Afternoon,Mobile
S511095,U1235,C14757,22/08/2025,55,55,2,N,Afternoon,Smart TV
S292970,U1235,C11443,22/02/2024,23,32,1,Y,Morning,Smart TV
S812005,U1235,C01244,13/07/2022,287,47,0,N,Morning,Smart TV
S518624,U1235,C11564,30/10/2025,93,80,1,Y,Morning,Smart TV
S459672,U1235,C07155,10/10/2024,89,89,0,N,Evening,Smart TV
S986682,U1235,C06893,30/04/2025,269,44,1,Y,Night,Smart TV
S287323,U1235,C14168,15/03/2025,54,54,2,Y,Night,Smart TV
S100163,U1235,C03168,24/09/2022,170,28,0,Y,Night,Smart TV
S965630,U1235,C07802,06/05/2022,16,16,3,N,Morning,Smart TV
S186487,U1235,C06878,15/02/2025,77,55,0,N,Afternoon,Smart TV
S768511,U1235,C09968,25/04/2025,161,26,0,Y,Morning,Smart TV
S714271,U1235,C12922,22/06/2022,28,87,0,N,Night,Smart TV
S753451,U1235,C10227,03/12/2025,464,77,3,N,Night,Smart TV
S813555,U1235,C14842,16/01/2024,116,78,1,Y,Morning,Smart TV
S841769,U1235,C02415,25/01/2024,304,50,2,Y,Morning,Smart TV
S638634,U1236,C14947,04/09/2025,46,31,2,Y,Morning,Tablet
S154685,U1236,C12774,02/02/2023,1355,75,2,N,Evening,Tablet
S357442,U1236,C07311,17/06/2023,111,92,0,Y,Night,Tablet
S855496,U1236,C11781,09/10/2025,45,50,2,Y,Morning,Tablet
S747459,U1236,C12424,05/06/2022,39,36,2,N,Evening,Tablet
S820208,U1236,C02201,12/06/2024,54,60,2,N,Afternoon,Tablet
S297758,U1236,C12659,30/09/2025,21,25,0,Y,Afternoon,Tablet
S274840,U1236,C15292,25/03/2025,83,95,0,N,Afternoon,Tablet
S924756,U1236,C10940,20/06/2023,8,7,1,N,Morning,Tablet
S848066,U1236,C15507,23/01/2024,35,50,2,Y,Morning,Tablet
S932144,U1236,C15728,07/08/2024,655,54,0,Y,Night,Tablet
S237016,U1236,C10638,29/08/2023,38,62,3,Y,Afternoon,Tablet
S935084,U1236,C02195,05/01/2025,99,72,3,Y,Evening,Tablet
S870897,U1236,C09348,11/05/2023,41,37,2,N,Night,Tablet
S874126,U1236,C12139,11/10/2025,57,60,2,N,Afternoon,Tablet
S512796,U1237,C16951,22/08/2023,300,50,3,Y,Afternoon,Laptop
S711447,U1237,C07260,26/03/2022,102,82,1,Y,Evening,Laptop
S265572,U1237,C03157,23/12/2025,30,65,0,Y,Morning,Laptop
S503533,U1237,C08642,17/08/2022,13,13,1,Y,Afternoon,Laptop
S229400,U1237,C08506,24/10/2023,400,66,2,N,Night,Laptop
S815342,U1237,C15551,24/06/2022,7,6,1,N,Evening,Laptop
S810321,U1237,C14955,18/07/2024,58,61,3,Y,Evening,Laptop
S933651,U1237,C08090,12/04/2023,316,17,2,N,Afternoon,Laptop
S789148,U1237,C14034,15/07/2025,758,63,0,N,Afternoon,Laptop
S781671,U1237,C00737,30/06/2024,50,37,2,Y,Afternoon,Laptop
S254796,U1237,C10697,19/07/2024,22,23,3,N,Night,Laptop
S592817,U1237,C05355,18/01/2024,18,36,2,Y,Morning,Laptop
S117568,U1237,C02230,20/07/2023,30,22,3,N,Afternoon,Laptop
S785004,U1237,C15351,10/08/2022,67,90,0,Y,Evening,Laptop
S226354,U1237,C08030,17/11/2024,101,93,2,N,Evening,Laptop
S556832,U1238,C12065,07/05/2025,53,98,0,Y,Morning,Laptop
S870659,U1238,C09893,28/09/2025,43,78,3,Y,Night,Laptop
S923901,U1238,C02314,13/06/2023,98,85,1,N,Evening,Laptop
S379813,U1238,C05666,10/08/2025,13,21,2,N,Evening,Laptop
S321769,U1238,C09323,15/03/2023,417,69,2,Y,Evening,Laptop
S458055,U1238,C09107,07/04/2022,52,86,0,N,Night,Laptop
S113080,U1238,C03285,28/07/2024,53,61,3,N,Evening,Laptop
S334174,U1238,C08440,05/06/2022,119,19,3,N,Evening,Laptop
S378893,U1238,C08811,02/10/2022,79,83,2,N,Night,Laptop
S590991,U1238,C09807,15/06/2023,15,41,3,N,Morning,Laptop
S587290,U1238,C04639,18/10/2025,345,28,3,N,Morning,Laptop
S750062,U1238,C12118,26/12/2023,23,28,1,N,Afternoon,Laptop
S344593,U1238,C09105,03/01/2024,1098,91,0,Y,Afternoon,Laptop
S997420,U1238,C00356,08/01/2023,68,70,2,N,Evening,Laptop
S212897,U1238,C13422,17/10/2022,7,26,2,Y,Morning,Laptop
S628428,U1239,C17774,08/09/2023,119,81,3,Y,Afternoon,Smart TV
S399372,U1239,C02366,14/07/2022,203,33,2,N,Night,Smart TV
S309777,U1239,C01323,11/05/2024,1181,65,1,N,Afternoon,Smart TV
S139029,U1239,C11137,22/05/2023,543,90,1,Y,Afternoon,Smart TV
S148232,U1239,C02460,26/11/2023,71,58,0,N,Evening,Smart TV
S625475,U1239,C16862,17/11/2022,33,75,2,N,Evening,Smart TV
S378183,U1239,C17114,05/11/2023,67,62,2,N,Afternoon,Smart TV
S131329,U1239,C09468,05/06/2024,16,17,0,Y,Morning,Smart TV
S422276,U1239,C14129,11/08/2024,70,63,0,N,Night,Smart TV
S162928,U1239,C04262,22/11/2022,46,50,3,Y,Evening,Smart TV
S637636,U1239,C03564,29/07/2022,442,36,1,Y,Afternoon,Smart TV
S701326,U1239,C10687,08/08/2024,41,30,2,Y,Evening,Smart TV
S919584,U1239,C16652,22/11/2022,233,12,1,Y,Morning,Smart TV
S667824,U1239,C07821,15/10/2024,26,27,3,Y,Evening,Smart TV
S293703,U1239,C03663,06/04/2025,27,26,2,Y,Morning,Smart TV
S363291,U1240,C01460,15/11/2025,611,50,2,Y,Morning,Smart TV
S412182,U1240,C16790,11/07/2024,485,80,0,N,Morning,Smart TV
S937211,U1240,C06217,25/03/2025,105,83,3,N,Night,Smart TV
S336524,U1240,C01304,08/12/2024,357,29,2,Y,Afternoon,Smart TV
S636580,U1240,C11844,06/11/2025,20,57,0,Y,Morning,Smart TV
S727278,U1240,C06138,01/02/2022,104,98,2,Y,Afternoon,Smart TV
S946804,U1240,C09202,25/12/2023,258,43,0,N,Night,Smart TV
S543441,U1240,C00096,06/07/2024,49,41,1,Y,Night,Smart TV
S109228,U1240,C13509,26/04/2022,73,76,1,Y,Afternoon,Smart TV
S844608,U1240,C09327,29/04/2025,548,91,2,Y,Afternoon,Smart TV
S500563,U1240,C13375,06/06/2024,73,61,0,Y,Evening,Smart TV
S955116,U1240,C04527,17/01/2023,97,88,1,N,Evening,Smart TV
S677636,U1240,C01677,28/05/2022,83,61,0,N,Evening,Smart TV
S646716,U1240,C04037,19/10/2025,316,52,2,Y,Evening,Smart TV
S607162,U1240,C14990,10/04/2025,90,94,0,N,Morning,Smart TV
S637005,U1241,C08303,24/12/2024,391,65,1,Y,Morning,Tablet
S730837,U1241,C03300,16/11/2024,543,90,3,Y,Morning,Tablet
S123647,U1241,C12796,04/06/2024,27,32,2,Y,Evening,Tablet
S818148,U1241,C15642,04/10/2025,89,97,2,Y,Evening,Tablet
S775333,U1241,C09199,15/05/2025,80,86,2,Y,Evening,Tablet
S776488,U1241,C01462,18/05/2024,335,27,3,N,Afternoon,Tablet
S329771,U1241,C13818,18/02/2024,70,66,0,Y,Night,Tablet
S899442,U1241,C11486,26/06/2022,134,96,2,N,Night,Tablet
S583757,U1241,C13763,20/04/2024,39,48,0,Y,Afternoon,Tablet
S723211,U1241,C00287,01/05/2023,6,5,2,N,Night,Tablet
S822925,U1241,C13398,12/04/2025,70,76,2,N,Afternoon,Tablet
S405553,U1241,C17547,26/01/2025,66,68,3,N,Evening,Tablet
S242528,U1241,C17786,19/04/2023,490,81,0,Y,Morning,Tablet
S408823,U1241,C13770,25/06/2022,81,81,1,Y,Afternoon,Tablet
S887136,U1241,C05934,19/08/2024,11,8,3,Y,Afternoon,Tablet
S917121,U1242,C09054,08/02/2025,49,49,3,N,Morning,Tablet
S217968,U1242,C13956,21/09/2025,85,91,1,Y,Morning,Tablet
S323817,U1242,C14068,02/09/2024,5,6,1,Y,Evening,Tablet
S623276,U1242,C06610,20/07/2022,48,32,3,N,Night,Tablet
S111122,U1242,C11010,02/06/2022,51,85,2,N,Night,Tablet
S937990,U1242,C11481,25/02/2023,35,61,2,N,Evening,Tablet
S274223,U1242,C15434,07/03/2022,29,26,3,Y,Evening,Tablet
S487869,U1242,C00107,06/08/2024,24,20,1,N,Morning,Tablet
S376002,U1242,C02617,15/12/2024,14,14,1,Y,Evening,Tablet
S546251,U1242,C00122,21/08/2024,35,55,3,N,Morning,Tablet
S979324,U1242,C07552,01/07/2024,93,88,0,Y,Afternoon,Tablet
S553070,U1242,C01242,22/05/2022,22,25,0,Y,Afternoon,Tablet
S707856,U1242,C12232,27/11/2023,322,67,3,Y,Afternoon,Tablet
S419503,U1242,C11317,09/02/2022,16,76,1,Y,Evening,Tablet
S210407,U1242,C03073,12/03/2025,17,15,1,Y,Night,Tablet
S967593,U1243,C12291,22/02/2025,31,41,2,Y,Afternoon,Smart TV
S318237,U1243,C13910,15/08/2023,36,36,2,Y,Evening,Smart TV
S347098,U1243,C05857,12/09/2024,104,93,3,N,Morning,Smart TV
S222398,U1243,C03843,30/11/2023,45,7,1,Y,Evening,Smart TV
S958687,U1243,C12640,08/04/2024,42,93,3,N,Afternoon,Smart TV
S548692,U1243,C12611,01/01/2024,33,26,3,N,Night,Smart TV
S117067,U1243,C00558,06/05/2025,44,47,1,N,Evening,Smart TV
S673871,U1243,C13013,21/08/2025,28,25,2,Y,Evening,Smart TV
S531088,U1243,C14391,22/07/2023,39,32,1,Y,Evening,Smart TV
