User_ID,Subscription_Type,Monthly_Fee,Renewal_Status,Churn_Flag
U1501,Premium,599,Not Renewed,1
U1502,Premium,599,Renewed,0
U1503,Free Trial,0,Renewed,0
U1504,Free Trial,0,Not Renewed,1
U1505,Basic,299,Not Renewed,1
U1506,Premium,599,Renewed,0
U1507,Premium,599,Renewed,0
U1508,Free Trial,0,Not Renewed,1
U1509,Basic,299,Not Renewed,1
U1510,Premium,599,Not Renewed,1
U1511,Premium,599,Renewed,0
U1512,Basic,299,Renewed,0
U1513,Basic,299,Renewed,0
U1514,Free Trial,0,Not Renewed,1
U1515,Basic,299,Renewed,0
U1516,Basic,299,Not Renewed,1
U1517,Free Trial,0,Not Renewed,1
U1518,Free Trial,0,Not Renewed,1
U1519,Free Trial,0,Renewed,0
U1520,Basic,299,Renewed,0
U1521,Premium,599,Renewed,0
U1522,Basic,299,Not Renewed,1
U1523,Basic,299,Renewed,0
U1524,Premium,599,Renewed,0
U1525,Basic,299,Renewed,0
U1526,Basic,299,Not Renewed,1
U1527,Free Trial,0,Not Renewed,1
U1528,Premium,599,Renewed,0
U1529,Free Trial,0,Not Renewed,1
U1530,Premium,599,Renewed,0
U1531,Basic,299,Renewed,0
U1532,Free Trial,0,Renewed,0
U1533,Basic,299,Renewed,0
U1534,Free Trial,0,Not Renewed,1
U1535,Basic,299,Renewed,0
U1536,Premium,599,Renewed,0
U1537,Free Trial,0,Not Renewed,1
U1538,Premium,599,Renewed,0
U1539,Basic,299,Not Renewed,1
U1540,Basic,299,Renewed,0
U1541,Free Trial,0,Renewed,0
U1542,Basic,299,Renewed,0
U1543,Basic,299,Not Renewed,1
U1544,Free Trial,0,Not Renewed,1
U1545,Premium,599,Renewed,0
U1546,Basic,299,Not Renewed,1
U1547,Basic,299,Not Renewed,1
U1548,Premium,599,Renewed,0
U1549,Free Trial,0,Not Renewed,1
U1550,Free Trial,0,Renewed,0
U1551,Basic,299,Not Renewed,1
U1552,Free Trial,0,Not Renewed,1
U1553,Premium,599,Not Renewed,1
U1554,Free Trial,0,Not Renewed,1
U1555,Basic,299,Not Renewed,1
U1556,Free Trial,0,Not Renewed,1
U1557,Free Trial,0,Not Renewed,1
U1558,Basic,299,Not Renewed,1
U1559,Basic,299,Renewed,0
U1560,Basic,299,Not Renewed,1
U1561,Free Trial,0,Renewed,0
U1562,Basic,299,Renewed,0
U1563,Premium,599,Renewed,0
U1564,Premium,599,Renewed,0
U1565,Free Trial,0,Renewed,0
U1566,Free Trial,0,Not Renewed,1
U1567,Basic,299,Not Renewed,1
U1568,Free Trial,0,Renewed,0
U1569,Premium,599,Not Renewed,1
U1570,Free Trial,0,Not Renewed,1
U1571,Premium,599,Renewed,0
U1572,Free Trial,0,Renewed,0
U1573,Basic,299,Not Renewed,1
U1574,Basic,299,Not Renewed,1
U1575,Free Trial,0,Renewed,0
U1576,Free Trial,0,Not Renewed,1
U1577,Premium,599,Not Renewed,1
U1578,Free Trial,0,Not Renewed,1
U1579,Basic,299,Renewed,0
U1580,Basic,299,Not Renewed,1
U1581,Free Trial,0,Not Renewed,1
U1582,Basic,299,Renewed,0
U1583,Basic,299,Renewed,0
U1584,Premium,599,Renewed,0
U1585,Free Trial,0,Not Renewed,1
U1586,Free Trial,0,Not Renewed,1
U1587,Free Trial,0,Renewed,0
U1588,Free Trial,0,Not Renewed,1
U1589,Basic,299,Renewed,0
U1590,Basic,299,Not Renewed,1
U1591,Premium,599,Renewed,0
U1592,Free Trial,0,Not Renewed,1
U1593,Basic,299,Renewed,0
U1594,Free Trial,0,Not Renewed,1
U1595,Premium,599,Renewed,0
U1596,Free Trial,0,Renewed,0
U1597,Basic,299,Not Renewed,1
U1598,Free Trial,0,Renewed,0
U1599,Premium,599,Renewed,0
U1600,Basic,299,Not Renewed,1
U1601,Free Trial,0,Not Renewed,1
U1602,Free Trial,0,Not Renewed,1
U1603,Free Trial,0,Renewed,0
U1604,Free Trial,0,Renewed,0
U1605,Free Trial,0,Not Renewed,1
U1606,Basic,299,Renewed,0
U1607,Premium,599,Not Renewed,1
U1608,Basic,299,Not Renewed,1
U1609,Free Trial,0,Renewed,0
U1610,Free Trial,0,Not Renewed,1
U1611,Premium,599,Renewed,0
U1612,Basic,299,Not Renewed,1
U1613,Premium,599,Renewed,0
U1614,Free Trial,0,Renewed,0
U1615,Free Trial,0,Not Renewed,1
U1616,Premium,599,Renewed,0
U1617,Free Trial,0,Not Renewed,1
U1618,Free Trial,0,Not Renewed,1
U1619,Premium,599,Renewed,0
U1620,Basic,299,Renewed,0
U1621,Basic,299,Renewed,0
U1622,Basic,299,Not Renewed,1
U1623,Free Trial,0,Not Renewed,1
U1624,Free Trial,0,Not Renewed,1
U1625,Premium,599,Renewed,0
U1626,Premium,599,Renewed,0
U1627,Free Trial,0,Not Renewed,1
U1628,Premium,599,Not Renewed,1
U1629,Basic,299,Not Renewed,1
U1630,Basic,299,Not Renewed,1
U1631,Basic,299,Renewed,0
U1632,Premium,599,Renewed,0
U1633,Free Trial,0,Renewed,0
U1634,Free Trial,0,Renewed,0
U1635,Free Trial,0,Renewed,0
U1636,Free Trial,0,Not Renewed,1
U1637,Basic,299,Not Renewed,1
U1638,Premium,599,Not Renewed,1
U1639,Basic,299,Not Renewed,1
U1640,Premium,599,Not Renewed,1
U1641,Basic,299,Not Renewed,1
U1642,Free Trial,0,Renewed,0
U1643,Basic,299,Not Renewed,1
U1644,Basic,299,Renewed,0
U1645,Basic,299,Renewed,0
U1646,Free Trial,0,Not Renewed,1
U1647,Basic,299,Renewed,0
U1648,Free Trial,0,Renewed,0
U1649,Basic,299,Renewed,0
U1650,Free Trial,0,Not Renewed,1
U1651,Free Trial,0,Not Renewed,1
U1652,Free Trial,0,Renewed,0
U1653,Free Trial,0,Not Renewed,1
U1654,Free Trial,0,Not Renewed,1
U1655,Basic,299,Renewed,0
U1656,Basic,299,Renewed,0
U1657,Free Trial,0,Not Renewed,1
U1658,Premium,599,Renewed,0
U1659,Premium,599,Renewed,0
U1660,Free Trial,0,Renewed,0
U1661,Premium,599,Renewed,0
U1662,Free Trial,0,Not Renewed,1
U1663,Premium,599,Renewed,0
U1664,Free Trial,0,Not Renewed,1
U1665,Basic,299,Renewed,0
U1666,Basic,299,Renewed,0
U1667,Premium,599,Renewed,0
U1668,Basic,299,Renewed,0
U1669,Basic,299,Renewed,0
U1670,Free Trial,0,Not Renewed,1
U1671,Free Trial,0,Not Renewed,1
U1672,Free Trial,0,Renewed,0
U1673,Premium,599,Renewed,0
U1674,Free Trial,0,Not Renewed,1
U1675,Basic,299,Not Renewed,1
U1676,Premium,599,Renewed,0
U1677,Premium,599,Renewed,0
U1678,Basic,299,Renewed,0
U1679,Basic,299,Renewed,0
U1680,Free Trial,0,Renewed,0
U1681,Free Trial,0,Not Renewed,1
U1682,Free Trial,0,Not Renewed,1
U1683,Basic,299,Not Renewed,1
U1684,Basic,299,Not Renewed,1
U1685,Premium,599,Renewed,0
U1686,Free Trial,0,Not Renewed,1
U1687,Premium,599,Renewed,0
U1688,Basic,299,Renewed,0
U1689,Free Trial,0,Renewed,0
U1690,Basic,299,Renewed,0
U1691,Premium,599,Renewed,0
U1692,Free Trial,0,Not Renewed,1
U1693,Free Trial,0,Not Renewed,1
U1694,Basic,299,Renewed,0
U1695,Basic,299,Renewed,0
U1696,Premium,599,Not Renewed,1
U1697,Premium,599,Renewed,0
U1698,Free Trial,0,Renewed,0
U1699,Basic,299,Renewed,0
U1700,Premium,599,Renewed,0
U1701,Free Trial,0,Not Renewed,1
U1702,Premium,599,Not Renewed,1
U1703,Basic,299,Not Renewed,1
U1704,Premium,599,Renewed,0
U1705,Premium,599,Not Renewed,1
U1706,Basic,299,Renewed,0
U1707,Basic,299,Renewed,0
U1708,Premium,599,Renewed,0
U1709,Premium,599,Renewed,0
U1710,Free Trial,0,Renewed,0
U1711,Basic,299,Not Renewed,1
U1712,Basic,299,Renewed,0
U1713,Free Trial,0,Not Renewed,1
U1714,Basic,299,Not Renewed,1
U1715,Premium,599,Renewed,0
U1716,Premium,599,Renewed,0
U1717,Premium,599,Renewed,0
U1718,Premium,599,Renewed,0
U1719,Basic,299,Renewed,0
U1720,Free Trial,0,Renewed,0
U1721,Premium,599,Renewed,0
U1722,Basic,299,Not Renewed,1
U1723,Free Trial,0,Renewed,0
U1724,Premium,599,Renewed,0
U1725,Free Trial,0,Not Renewed,1
U1726,Premium,599,Renewed,0
U1727,Premium,599,Not Renewed,1
U1728,Free Trial,0,Not Renewed,1
U1729,Basic,299,Not Renewed,1
U1730,Basic,299,Not Renewed,1
U1731,Premium,599,Renewed,0
U1732,Premium,599,Not Renewed,1
U1733,Free Trial,0,Not Renewed,1
U1734,Basic,299,Renewed,0
U1735,Premium,599,Renewed,0
U1736,Free Trial,0,Not Renewed,1
U1737,Basic,299,Renewed,0
U1738,Free Trial,0,Not Renewed,1
U1739,Basic,299,Not Renewed,1
U1740,Premium,599,Renewed,0
U1741,Basic,299,Renewed,0
U1742,Free Trial,0,Not Renewed,1
U1743,Basic,299,Not Renewed,1
U1744,Basic,299,Renewed,0
U1745,Free Trial,0,Renewed,0
U1746,Basic,299,Renewed,0
U1747,Free Trial,0,Not Renewed,1
U1748,Premium,599,Renewed,0
U1749,Free Trial,0,Not Renewed,1
U1750,Free Trial,0,Not Renewed,1
U1751,Free Trial,0,Not Renewed,1
U1752,Basic,299,Renewed,0
U1753,Basic,299,Renewed,0
U1754,Free Trial,0,Not Renewed,1
U1755,Free Trial,0,Not Renewed,1
U1756,Free Trial,0,Not Renewed,1
U1757,Premium,599,Renewed,0
U1758,Free Trial,0,Not Renewed,1
U1759,Premium,599,Not Renewed,1
U1760,Premium,599,Renewed,0
U1761,Free Trial,0,Not Renewed,1
U1762,Free Trial,0,Not Renewed,1
U1763,Premium,599,Renewed,0
U1764,Premium,599,Renewed,0
U1765,Free Trial,0,Renewed,0
U1766,Free Trial,0,Renewed,0
U1767,Free Trial,0,Not Renewed,1
U1768,Free Trial,0,Renewed,0
U1769,Premium,599,Renewed,0
U1770,Premium,599,Renewed,0
U1771,Premium,599,Renewed,0
U1772,Free Trial,0,Renewed,0
U1773,Premium,599,Renewed,0
U1774,Basic,299,Not Renewed,1
U1775,Basic,299,Not Renewed,1
U1776,Free Trial,0,Not Renewed,1
U1777,Basic,299,Renewed,0
U1778,Basic,299,Renewed,0
U1779,Premium,599,Renewed,0
U1780,Basic,299,Not Renewed,1
U1781,Free Trial,0,Not Renewed,1
U1782,Basic,299,Not Renewed,1
U1783,Basic,299,Renewed,0
U1784,Basic,299,Renewed,0
U1785,Premium,599,Renewed,0
U1786,Free Trial,0,Not Renewed,1
U1787,Premium,599,Renewed,0
U1788,Basic,299,Not Renewed,1
U1789,Basic,299,Renewed,0
U1790,Basic,299,Renewed,0
U1791,Free Trial,0,Not Renewed,1
U1792,Premium,599,Renewed,0
U1793,Premium,599,Not Renewed,1
U1794,Free Trial,0,Renewed,0
U1795,Premium,599,Renewed,0
U1796,Basic,299,Renewed,0
U1797,Free Trial,0,Not Renewed,1
U1798,Free Trial,0,Not Renewed,1
U1799,Basic,299,Renewed,0
U1800,Free Trial,0,Not Renewed,1
U1801,Premium,599,Renewed,0
U1802,Premium,599,Renewed,0
U1803,Free Trial,0,Not Renewed,1
U1804,Basic,299,Not Renewed,1
U1805,Premium,599,Renewed,0
U1806,Basic,299,Renewed,0
U1807,Free Trial,0,Not Renewed,1
U1808,Premium,599,Renewed,0
U1809,Premium,599,Renewed,0
U1810,Basic,299,Not Renewed,1
U1811,Premium,599,Renewed,0
U1812,Free Trial,0,Renewed,0
U1813,Premium,599,Not Renewed,1
U1814,Premium,599,Renewed,0
U1815,Basic,299,Renewed,0
U1816,Basic,299,Renewed,0
U1817,Premium,599,Renewed,0
U1818,Premium,599,Renewed,0
U1819,Free Trial,0,Not Renewed,1
U1820,Free Trial,0,Not Renewed,1
U1821,Free Trial,0,Renewed,0
U1822,Premium,599,Renewed,0
U1823,Basic,299,Renewed,0
U1824,Basic,299,Renewed,0
U1825,Premium,599,Not Renewed,1
U1826,Basic,299,Renewed,0
U1827,Premium,599,Renewed,0
U1828,Basic,299,Not Renewed,1
U1829,Premium,599,Renewed,0
U1830,Basic,299,Renewed,0
U1831,Basic,299,Renewed,0
U1832,Basic,299,Renewed,0
U1833,Basic,299,Not Renewed,1
U1834,Premium,599,Not Renewed,1
U1835,Basic,299,Renewed,0
U1836,Basic,299,Not Renewed,1
U1837,Premium,599,Renewed,0
U1838,Free Trial,0,Not Renewed,1
U1839,Free Trial,0,Renewed,0
U1840,Premium,599,Renewed,0
U1841,Basic,299,Renewed,0
U1842,Basic,299,Renewed,0
U1843,Basic,299,Renewed,0
U1844,Basic,299,Not Renewed,1
U1845,Free Trial,0,Not Renewed,1
U1846,Free Trial,0,Not Renewed,1
U1847,Free Trial,0,Renewed,0
U1848,Free Trial,0,Renewed,0
U1849,Basic,299,Renewed,0
U1850,Basic,299,Not Renewed,1
U1851,Free Trial,0,Not Renewed,1
U1852,Basic,299,Renewed,0
U1853,Basic,299,Renewed,0
U1854,Basic,299,Renewed,0
U1855,Free Trial,0,Not Renewed,1
U1856,Premium,599,Renewed,0
U1857,Premium,599,Renewed,0
U1858,Premium,599,Not Renewed,1
U1859,Basic,299,Renewed,0
U1860,Premium,599,Renewed,0
U1861,Premium,599,Not Renewed,1
U1862,Basic,299,Not Renewed,1
U1863,Basic,299,Not Renewed,1
U1864,Basic,299,Not Renewed,1
U1865,Free Trial,0,Renewed,0
U1866,Premium,599,Renewed,0
U1867,Basic,299,Renewed,0
U1868,Basic,299,Renewed,0
U1869,Premium,599,Renewed,0
U1870,Premium,599,Renewed,0
U1871,Basic,299,Not Renewed,1
U1872,Free Trial,0,Not Renewed,1
U1873,Basic,299,Renewed,0
U1874,Premium,599,Renewed,0
U1875,Free Trial,0,Not Renewed,1
U1876,Free Trial,0,Not Renewed,1
U1877,Basic,299,Not Renewed,1
U1878,Premium,599,Renewed,0
U1879,Premium,599,Renewed,0
U1880,Basic,299,Renewed,0
U1881,Basic,299,Renewed,0
U1882,Premium,599,Renewed,0
U1883,Premium,599,Renewed,0
U1884,Free Trial,0,Not Renewed,1
U1885,Premium,599,Renewed,0
U1886,Premium,599,Renewed,0
U1887,Premium,599,Renewed,0
U1888,Premium,599,Renewed,0
U1889,Premium,599,Renewed,0
U1890,Premium,599,Renewed,0
U1891,Free Trial,0,Not Renewed,1
U1892,Premium,599,Renewed,0
U1893,Basic,299,Renewed,0
U1894,Free Trial,0,Not Renewed,1
U1895,Free Trial,0,Not Renewed,1
U1896,Free Trial,0,Renewed,0
U1897,Basic,299,Not Renewed,1
U1898,Basic,299,Renewed,0
U1899,Premium,599,Renewed,0
U1900,Basic,299,Renewed,0
U1901,Basic,299,Not Renewed,1
U1902,Premium,599,Not Renewed,1
U1903,Basic,299,Not Renewed,1
U1904,Free Trial,0,Renewed,0
U1905,Free Trial,0,Not Renewed,1
U1906,Basic,299,Not Renewed,1
U1907,Free Trial,0,Not Renewed,1
U1908,Premium,599,Renewed,0
U1909,Basic,299,Renewed,0
U1910,Basic,299,Renewed,0
U1911,Basic,299,Renewed,0
U1912,Free Trial,0,Not Renewed,1
U1913,Premium,599,Not Renewed,1
U1914,Free Trial,0,Not Renewed,1
U1915,Basic,299,Not Renewed,1
U1916,Free Trial,0,Renewed,0
U1917,Free Trial,0,Not Renewed,1
U1918,Basic,299,Not Renewed,1
U1919,Free Trial,0,Not Renewed,1
U1920,Basic,299,Renewed,0
U1921,Premium,599,Renewed,0
U1922,Basic,299,Renewed,0
U1923,Free Trial,0,Renewed,0
U1924,Basic,299,Not Renewed,1
U1925,Premium,599,Renewed,0
U1926,Premium,599,Not Renewed,1
U1927,Premium,599,Renewed,0
U1928,Free Trial,0,Not Renewed,1
U1929,Free Trial,0,Not Renewed,1
U1930,Premium,599,Renewed,0
U1931,Basic,299,Not Renewed,1
U1932,Basic,299,Renewed,0
U1933,Premium,599,Renewed,0
U1934,Free Trial,0,Not Renewed,1
U1935,Basic,299,Renewed,0
U1936,Basic,299,Not Renewed,1
U1937,Premium,599,Renewed,0
U1938,Free Trial,0,Not Renewed,1
U1939,Basic,299,Renewed,0
U1940,Basic,299,Not Renewed,1
U1941,Free Trial,0,Not Renewed,1
U1942,Free Trial,0,Not Renewed,1
U1943,Basic,299,Not Renewed,1
U1944,Basic,299,Not Renewed,1
U1945,Premium,599,Renewed,0
U1946,Premium,599,Renewed,0
U1947,Free Trial,0,Renewed,0
U1948,Premium,599,Renewed,0
U1949,Basic,299,Renewed,0
U1950,Basic,299,Renewed,0
U1951,Basic,299,Not Renewed,1
U1952,Basic,299,Not Renewed,1
U1953,Premium,599,Renewed,0
U1954,Free Trial,0,Renewed,0
U1955,Premium,599,Renewed,0
U1956,Premium,599,Renewed,0
U1957,Premium,599,Renewed,0
U1958,Basic,299,Not Renewed,1
U1959,Basic,299,Renewed,0
U1960,Free Trial,0,Not Renewed,1
U1961,Basic,299,Renewed,0
U1962,Basic,299,Not Renewed,1
U1963,Basic,299,Not Renewed,1
U1964,Premium,599,Renewed,0
U1965,Basic,299,Renewed,0
U1966,Premium,599,Renewed,0
U1967,Basic,299,Renewed,0
U1968,Basic,299,Renewed,0
U1969,Premium,599,Renewed,0
U1970,Premium,599,Not Renewed,1
U1971,Free Trial,0,Not Renewed,1
U1972,Basic,299,Renewed,0
U1973,Free Trial,0,Not Renewed,1
U1974,Free Trial,0,Not Renewed,1
U1975,Basic,299,Renewed,0
U1976,Basic,299,Not Renewed,1
U1977,Premium,599,Renewed,0
U1978,Premium,599,Renewed,0
U1979,Free Trial,0,Not Renewed,1
U1980,Premium,599,Renewed,0
U1981,Basic,299,Not Renewed,1
U1982,Free Trial,0,Not Renewed,1
U1983,Premium,599,Renewed,0
U1984,Basic,299,Renewed,0
U1985,Basic,299,Not Renewed,1
U1986,Free Trial,0,Not Renewed,1
U1987,Premium,599,Renewed,0
U1988,Basic,299,Renewed,0
U1989,Basic,299,Not Renewed,1
U1990,Basic,299,Not Renewed,1
U1991,Basic,299,Not Renewed,1
U1992,Basic,299,Renewed,0
U1993,Premium,599,Renewed,0
U1994,Basic,299,Renewed,0
U1995,Premium,599,Renewed,0
U1996,Free Trial,0,Not Renewed,1
U1997,Free Trial,0,Not Renewed,1
U1998,Free Trial,0,Renewed,0
U1999,Premium,599,Renewed,0
U2000,Basic,299,Not Renewed,1
